
pid,arrival_time,cpu_bursts_time,io_bursts_time,bursts_time,tat,ready_wait_time,io_wait_time,response_time
0,2.3826382044234533,78.1255566234841,47.29773498016767,125.42329160365178,4697.9629955389,4548.057620837824,71.77981807759085,2.38263820
2,6.919950153015682,82.72316158899434,45.82390020794338,128.54706179693773,4793.920753939092,4634.786719541726,76.41087280836892,7.23571663
1,5.957530694332842,86.79700621480744,46.46920356226609,133.26620977707353,4837.4361035768325,4676.265404112113,74.37369324991181,5.95753069
3,12.940804913232938,80.10353413022519,47.233021240444245,127.33655537066944,5127.939337756817,4973.8724281892755,73.96337543731424,15.73414976
4,39.82987208811402,81.34944857269377,46.401973002917806,127.75142157561157,5477.098260447649,5322.738011945701,73.0107999292523,43.01841203
6,61.52858415614594,88.05575518295355,47.42791331086302,135.48366849381654,5810.513893241547,5648.53125982478,73.92687823381144,62.99840668
5,56.092796294733475,79.52389994930098,47.524127858351775,127.04802780765276,5830.06988578276,5672.45301527559,78.09297055787093,61.09069235
8,70.00336073945167,73.59307000038775,46.50334385056186,120.09641385094962,5946.281527382884,5792.814410338062,79.87404704443233,76.67674076
7,68.32821128001409,87.25557141344132,46.86816326729159,134.12373468073292,5972.096875391063,5812.501457394653,72.33984658297024,71.81890620
10,90.53034392859793,96.53158499266156,45.03170843100769,141.56329342366925,5983.060617738178,5815.626993912221,70.9020388332947,94.61010656
9,77.94217602670055,88.08691785505955,46.98692997628873,135.0738478313483,6034.032097661662,5873.550832990902,72.39434681570299,88.97416641
11,112.97981407654812,75.83830892939199,46.756057506346956,122.59436643573895,6173.462276417495,6023.1283032472575,74.49566424084593,118.89696526
12,132.80101171164432,96.6681007436137,45.80319105404062,142.47129179765432,6206.560281036651,6035.033703627772,74.85847666526871,144.36469876
16,171.74230322433795,82.29940500532769,46.49826688280274,128.79767188813042,6319.943985418028,6164.851755633838,72.79282477886349,181.31811082
13,156.41433652324156,86.79074883147806,45.426367362854236,132.21711619433228,6348.868871791655,6182.714242671053,79.36388028912242,162.56501856
15,166.40255053306086,76.18190324974778,46.61659796473511,122.79850121448288,6388.989333962503,6240.909059623944,71.89837108881258,176.76424384
14,161.07197244285175,75.08441565121956,46.05418044288616,121.13859609410574,6413.386356183213,6259.430286258445,78.87165427354827,170.08517079
19,182.63515678963017,87.87262695217902,45.59031436342986,133.46294131560887,6443.9052472469375,6283.896984257994,72.13563603676465,193.85966839
