pid,arrival_time,cpu_bursts_time,io_bursts_time,bursts_time,tat,ready_wait_time,io_wait_time
3,20.59203995761633,6.7443936333341155,0.8494894210323152,7.59388305436643,33.324584955895276,25.730701901528846,0.8494894210323132
5,46.84889784029651,8.02563553805323,1.195934111441613,9.221569649494842,46.276575634844896,37.05500598535004,1.1959341114416162
0,8.053100819697258,38.39873655590391,3.1870798594807033,41.58581641538461,226.759092954266,184.9610807571114,3.399275641250698
1,16.403720323462117,27.679675368716083,5.2859798852099615,32.965655253926045,247.02029066618005,213.9538142838628,5.386801013601136
2,20.527668820744875,34.9255517460691,5.025408071757261,39.95095981782636,468.4880544317132,427.91721231047035,5.6452903751736585
8,89.69299321766653,24.84766697803333,1.8744758265923744,26.72214280462571,421.8436803603387,395.12153755571296,1.874475826592402
13,126.46350755456918,16.740689373694174,4.1593147490421725,20.900004122736348,428.18899046339317,407.15503442939786,4.293266660301185
6,67.77601668367456,28.22381471428761,3.6461816730107164,31.869996387298325,561.9250949086943,530.055098521396,3.64618167301073
10,109.53205162712499,20.720025592926007,3.166805271857002,23.886830864783004,540.6460464010977,516.759215536315,3.1668052718569157
11,118.86409626466548,20.310099628952166,3.0748871959403,23.38498682489247,538.2098991705807,514.5586091299949,3.341190411633505
20,221.76615578436642,14.974322773510472,2.0071295563412317,16.981452329851706,465.1557546362651,447.97324958656725,2.2081822761873013
9,106.12374858844592,26.778067754733353,3.0360783775312976,29.81414613226465,711.7994464742414,681.227301223589,3.7940774959190264
14,149.1580895521738,23.081734878293727,3.201132574306538,26.282867452600264,677.9797408778884,651.6968734252879,3.2011325743066834
4,36.37555317689874,41.40051206292756,5.795658672718186,47.196170735645744,939.7962149020709,891.847623992414,6.548078846729354
18,183.91214576119532,21.63976293103748,3.8974769655150894,25.537239896552574,820.7066767786038,794.831926561721,4.234987285845307
19,184.851841568197,21.99130379748462,3.734898328036659,25.72620212552128,821.5289302934835,795.7085711645434,3.8290553314554927
15,159.0228358906264,28.30935262810825,3.5552798903594236,31.86463251846768,994.3302016999686,962.3102166957435,3.7106323761168483
36,392.55315517908423,11.528102557034808,4.475198261740612,16.003300818775422,766.903529455445,749.7421913533033,5.633235545106913
12,123.35784038473575,30.62173608010036,4.628539451601756,35.250275531702115,1056.1383101115218,1020.4464477737936,5.070126257627862
37,402.0122094456941,15.593989042931454,3.1955971378016823,18.78958618073314,783.2520833896807,764.4624972089476,3.1955971378017693
17,181.0314991731094,24.121077930370607,5.52847163735289,29.649549567723497,1122.651558363565,1091.7210851736097,6.809395259584875
25,249.16994889245882,27.61830253216082,3.582824351366266,31.20112688352708,1150.7169536438041,1119.5158267602767,3.5828243513662414
39,452.2955297455798,17.358499554245263,4.055795518598207,21.41429507284347,1045.1417282102927,1023.4746223900612,4.308606265986214
24,239.77193136486406,28.364573952269488,4.430320369729387,32.79489432199888,1285.9615404173862,1253.166646095387,4.430320369729429
71,959.29107872279,7.782146638771542,2.1496134638252276,9.931760102596769,572.732883426374,562.8011233237771,2.1496134638252897
73,983.8560868815032,9.196493272820472,1.1291573834997544,10.325650656320224,572.5026636800826,562.1770130237621,1.1291573834998871
26,270.4856473734567,27.682018459869397,3.5851451607368254,31.267163620606222,1292.3717291086828,1260.7598385534916,3.9298720953220254
16,174.75284079588175,32.078863314479946,4.931848437697458,37.01071175217741,1414.3138436708996,1377.093408406385,5.14157195003466
58,710.6909242180931,15.475195080401008,2.7082839997778985,18.183479080178905,927.7410081083907,909.5575290282115,2.7082839997780184
31,312.6990028746976,26.179866450037657,5.393500359997919,31.573366810035576,1388.4667313063405,1356.72089720225,5.565967654052827
32,339.46810056245863,25.682721841698108,5.370607725612942,31.05332956731105,1368.3619814014758,1337.3086518341647,5.37060772561307
27,274.579630620898,31.813018547880127,3.613183876030149,35.426202423910276,1481.7422294095986,1445.8953261407244,4.033884720994365
43,521.5823492687813,20.459068410980606,4.700959587775762,25.160027998756373,1255.6718658382824,1230.1176334942372,5.095163933064896
47,592.1448109125208,19.70987644749142,3.6666951530455463,23.376571600536966,1195.1077689921622,1171.731197391625,3.66669515304568
7,82.37372104400244,44.68509176345599,7.351808402806642,52.03690016626264,1715.422747915276,1662.947288951523,7.790367200297112
34,370.7552133904429,28.994753039443946,3.4850746999439446,32.479827739387886,1438.7254398499254,1406.1129307704964,3.617756039985011
82,1075.2454008782051,12.0299887955803,2.500364054518558,14.530352850098858,744.2307630288458,729.7004101787468,2.5003640545185135
61,800.9975759929738,18.556140237466508,2.7297987871066027,21.285939024573114,1093.256672867491,1071.520553279607,3.1799793504178524
48,604.6740848705898,23.71194613930288,3.495336748908944,27.20728288821183,1313.330235221068,1286.054287927748,3.564001154017433
53,677.7565358682758,23.862484642948466,2.4466330799256393,26.309117722874106,1251.3079000124721,1224.5974304355966,2.8479849339272505
23,239.320277606926,36.441508700098794,4.756489644974581,41.19799834507337,1746.4733994500216,1704.0475397262253,5.984351023697485
22,235.9063760889475,37.56862584149836,7.366828940641203,44.935454782139566,1813.8468893936433,1768.9114346115039,7.366828940641
79,1036.4801986089478,17.146345298033967,2.7373086092023327,19.8836539072363,1016.6279670341801,996.0542931586917,3.4273285774545457
30,300.5013436654878,38.2547861940763,4.609474377624274,42.864260571700584,1768.2527423541967,1724.8879269188228,5.110029241297582
28,282.6795083411737,37.128023130882504,4.498602054584068,41.62662518546657,1795.2746140122824,1751.741982944093,6.404607937307219
77,1031.0680930282272,16.557376765853636,3.5355204399283218,20.092897205781956,1052.978411238966,1031.9877280890096,4.43330638410248
35,379.8275802873688,32.93937126760589,6.013710260961203,38.9530815285671,1705.0305689645609,1665.6226040138354,6.46859368311965
72,962.145336589599,20.087717253958566,2.63229929399689,22.72001654795546,1139.4712523459962,1116.4853871204311,2.898147971606477
46,583.7063298200505,30.121087850656522,2.9976752303981558,33.11876308105468,1527.2036760281599,1494.0849129471057,2.997675230397931
29,289.12787939044983,41.83045139436273,3.324678636763593,45.15513003112632,1827.3633467653613,1781.7372317985705,3.795663572427941
49,605.5938370953797,30.151173590801857,4.1420723726220094,34.293245963423864,1523.8786721798685,1489.585426216445,4.142072372621442
40,467.81222425508895,33.19205931099871,5.394746331582229,38.58680564258094,1677.4675310294228,1638.2694002812136,6.006071437210096
63,860.472998325682,23.719346699283026,4.06462072616261,27.783967425445635,1290.6477851763639,1262.7460252435735,4.182413233507532
70,925.9941720733999,20.725666410751195,4.660873565802265,25.38653997655346,1237.3406927546803,1211.1776155414575,5.437410802471959
44,532.3248820535379,32.7719296189715,4.37517296154115,37.14710258051265,1638.3318835668751,1601.1847809863627,4.375172961541011
57,708.6533598451489,29.87488829306982,2.601693968899167,32.476582261968986,1474.806293122343,1442.047795598684,2.8836092305894
41,484.2095897372312,32.01543926835019,5.878986291776773,37.894425560126955,1701.7543854357111,1663.0862471539413,6.6526990134199195
