pid,arrival_time,cpu_bursts_time,io_bursts_time,bursts_time,tat,ready_wait_time,io_wait_time,response_time
0,6.867744622052211,78.55775813650506,45.950542861498484,124.50830099800355,4309.698348188347,4151.2468609135685,79.89372913827319,6.86774462
1,10.111817939818616,70.1956571817181,45.48063481019974,115.67629199191786,4531.84743259557,4382.17723243319,79.47454298066397,10.96518707
2,12.7349319852423,74.85978873706293,46.0019186400267,120.86170737708963,4598.240420102618,4439.010941486614,84.3696898789423,13.97905429
3,22.24418944583985,88.27268406638483,47.328118085647155,135.60080215203197,4851.806178411724,4677.590673653994,85.94282069134226,24.35310366
4,31.69770946560905,77.03437375004377,47.2340387310431,124.26841248108686,5089.985594023763,4931.487250801954,81.46396947176444,32.42650166
7,69.4315020195159,85.69277355145829,45.97076718454036,131.66354073599865,5563.225138288274,5401.953838976222,75.5785257605957,72.35071126
5,59.68985958728688,80.35044004822184,47.0291505616442,127.37959060986603,5582.469603693765,5418.057607827073,84.06155581847048,62.24553547
6,64.61267938220865,80.95634476356412,47.47734470048566,128.43368946404976,5588.995185642589,5429.339196028747,78.69964485027825,68.56345199
9,73.70840638687757,77.84367193248328,47.0013982066312,124.84507013911448,5615.325958081448,5455.274503897514,82.2077822514519,77.51680552
8,72.84667036361222,82.22687319533878,47.84790632947011,130.0747795248089,5719.35061200903,5556.580960977632,80.54277783606105,76.34269230
10,85.93948073797144,76.45582658758357,47.25686487617479,123.71269146375838,5714.879969766144,5555.854214873797,82.56992830476354,90.35117693
11,87.00952460612191,85.17817234629837,45.94796304900015,131.12613539529855,5771.161074680855,5605.6201984963855,80.36270383817077,90.40188674
12,94.24710471747393,83.07124000756089,45.79778817737677,128.86902818493766,5839.647552010418,5681.388811389808,75.18750061304645,98.75760593
14,109.3405765468504,76.94349657485921,44.6551974066784,121.59869398153764,5892.110738813841,5736.763850422859,78.40339181612225,122.58123517
13,104.1031485127556,77.9302049241226,47.235699723310525,125.16590464743314,5914.840793629026,5760.684586653132,76.22600205177245,113.48747631
16,124.09162238003786,72.6579543434092,46.39613827067188,119.05409261408109,5922.8220337191215,5768.270428589248,81.8936507864675,136.05871919
15,111.33753506475063,81.3742484214821,46.36099683608174,127.73524525756383,5942.04424028135,5784.770065970317,75.89992588955035,123.77367204
17,146.96126853540395,75.82105863462164,46.21533456741646,122.03639320203811,5996.005443476784,5840.479157040564,79.7052278015999,158.92382304
18,155.2985682536465,79.6215387735524,46.669641807263666,126.29118058081608,6007.450827612794,5851.150487521715,76.67880131752796,162.96613987
19,160.06280695593318,86.77336080427143,46.92391625095586,133.69727705522726,6032.653362855045,5866.768016861061,79.11198518970755,170.54385936
