code n_exams probability_pairs seed_gen seed_program min_time_slots time_in_seconds
1 20 20 7770 19272 3 0.000241 
1 20 20 7770 19272 3 0.000242 
1 20 20 7770 19272 3 0.000251 
1 20 20 21105 12187 3 0.000301 
1 20 20 21105 12187 3 0.000328 
1 20 20 21105 12187 3 0.000310 
1 20 20 22697 27697 3 0.000331 
1 20 20 22697 27697 3 0.000331 
1 20 20 22697 27697 3 0.000336 
1 20 20 12018 12400 3 0.000290 
1 20 20 12018 12400 3 0.000270 
1 20 20 12018 12400 3 0.000257 
1 20 20 16290 9260 4 0.003547 
1 20 20 16290 9260 4 0.003714 
1 20 20 16290 9260 4 0.003789 
1 20 20 21195 28414 4 0.584297 
1 20 20 21195 28414 4 0.573823 
1 20 20 21195 28414 4 0.578504 
1 20 20 16072 25546 3 0.000946 
1 20 20 16072 25546 3 0.000965 
1 20 20 16072 25546 3 0.000938 
1 40 20 9930 21835 4 0.653333 
1 40 20 9930 21835 4 0.669707 
1 40 20 9930 21835 4 0.735310 
1 40 20 8868 10891 4 2.262767 
1 40 20 8868 10891 4 2.237708 
1 40 20 8868 10891 4 2.253140 
1 40 20 10999 11166 5 1.519245 
1 40 20 10999 11166 5 1.526457 
1 40 20 10999 11166 5 1.525640 
1 40 20 18207 1986 5 1.102387 
1 40 20 18207 1986 5 1.119164 
1 40 20 18207 1986 5 1.100931 
1 40 20 26615 6920 -1 300.000001 
1 40 20 26615 6920 -1 300.000001 
1 40 20 26615 6920 -1 300.000001 
1 40 20 15119 26648 5 53.158810 
1 40 20 15119 26648 5 52.982473 
1 40 20 15119 26648 5 52.685575 
1 40 20 7804 9172 5 129.360374 
1 40 20 7804 9172 5 115.048764 
1 40 20 7804 9172 5 115.885491 
1 40 20 25483 8346 4 33.648663 
1 40 20 25483 8346 4 33.529196 
1 40 20 25483 8346 4 29.330989 
1 40 20 10729 28280 5 95.532279 
1 40 20 10729 28280 5 95.465464 
1 40 20 10729 28280 5 95.867455 
1 40 20 28348 20235 5 3.907782 
1 40 20 28348 20235 5 3.944481 
1 40 20 28348 20235 5 3.883104 
1 40 20 24056 19956 5 4.050960 
1 40 20 24056 19956 5 4.046446 
1 40 20 24056 19956 5 4.061827 
1 40 20 14385 5505 5 79.357654 
1 40 20 14385 5505 5 80.069468 
1 40 20 14385 5505 5 79.797788 
1 40 20 6604 4454 5 11.931511 
1 40 20 6604 4454 5 11.950560 
1 40 20 6604 4454 5 12.026045 
1 40 20 5605 27696 4 13.823288 
1 40 20 5605 27696 4 13.587107 
1 40 20 5605 27696 4 13.609974 
1 40 20 12402 24340 5 0.412802 
1 40 20 12402 24340 5 0.433818 
1 40 20 12402 24340 5 0.439187 
1 40 20 584 26260 5 3.456192 
1 40 20 584 26260 5 3.465773 
1 40 20 584 26260 5 3.462967 
1 40 20 14254 20726 -1 300.000001 
1 40 20 14254 20726 -1 300.000001 
1 40 20 14254 20726 -1 300.000001 
1 40 20 14969 16687 5 28.337791 
1 40 20 14969 16687 5 28.424775 
1 40 20 14969 16687 5 28.386405 
1 40 20 20832 7979 5 8.462837 
1 40 20 20832 7979 5 8.472770 
1 40 20 20832 7979 5 10.643691 
1 40 20 874 9629 5 11.355725 
1 40 20 874 9629 5 10.012602 
1 40 20 874 9629 5 10.063549 
1 40 20 13791 16147 4 0.191830 
1 40 20 13791 16147 4 0.190904 
1 40 20 13791 16147 4 0.182426 
1 40 20 15774 22066 4 0.257953 
1 40 20 15774 22066 4 0.272526 
1 40 20 15774 22066 4 0.251595 
1 40 20 1845 26832 4 4.141569 
1 40 20 1845 26832 4 4.137575 
1 40 20 1845 26832 4 4.165581 
1 40 20 27913 14807 4 0.144853 
1 40 20 27913 14807 4 0.150777 
1 40 20 27913 14807 4 0.141789 
1 40 20 9249 19354 4 22.165306 
1 40 20 9249 19354 4 22.071263 
1 40 20 9249 19354 4 19.093923 
1 40 20 14613 27529 5 9.077187 
1 40 20 14613 27529 5 8.805201 
1 40 20 14613 27529 5 8.734317 
1 40 20 17445 24129 4 7.751330 
1 40 20 17445 24129 4 7.778171 
1 40 20 17445 24129 4 7.774597 
1 40 20 27700 14535 5 0.237199 
1 40 20 27700 14535 5 0.237226 
1 40 20 27700 14535 5 0.250070 
1 40 20 12505 21732 5 8.246476 
1 40 20 12505 21732 5 8.247438 
1 40 20 12505 21732 5 8.233419 
1 40 20 24429 21748 5 22.362921 
1 40 20 24429 21748 5 22.535477 
1 40 20 24429 21748 5 22.652077 
2 2 20 1739 29655 2 0.000004 
2 2 20 1739 29655 2 0.000004 
2 2 20 1739 29655 2 0.000005 
2 2 20 16145 23850 2 0.000004 
2 2 20 16145 23850 2 0.000004 
2 2 20 16145 23850 2 0.000003 
2 2 20 26400 8709 2 0.000004 
2 2 20 26400 8709 2 0.000004 
2 2 20 26400 8709 2 0.000004 
2 2 20 1321 25898 2 0.000004 
2 2 20 1321 25898 2 0.000004 
2 2 20 1321 25898 2 0.000004 
2 2 20 8524 16003 2 0.000004 
2 2 20 8524 16003 2 0.000004 
2 2 20 8524 16003 2 0.000004 
2 2 20 27729 10144 2 0.000006 
2 2 20 27729 10144 2 0.000004 
2 2 20 27729 10144 2 0.000004 
2 2 20 22841 18532 2 0.000006 
2 2 20 22841 18532 2 0.000005 
2 2 20 22841 18532 2 0.000004 
2 2 20 9188 26416 2 0.000004 
2 2 20 9188 26416 2 0.000003 
2 2 20 9188 26416 2 0.000007 
2 2 20 28035 17751 2 0.000005 
2 2 20 28035 17751 2 0.000005 
2 2 20 28035 17751 2 0.000008 
2 2 20 20740 26027 2 0.000005 
2 2 20 20740 26027 2 0.000004 
2 2 20 20740 26027 2 0.000005 
2 2 20 5352 28518 2 0.000005 
2 2 20 5352 28518 2 0.000005 
2 2 20 5352 28518 2 0.000006 
2 2 20 15592 8885 2 0.000005 
2 2 20 15592 8885 2 0.000018 
2 2 20 15592 8885 2 0.000005 
2 2 20 27805 2476 2 0.000004 
2 2 20 27805 2476 2 0.000004 
2 2 20 27805 2476 2 0.000005 
2 2 20 19871 29055 2 0.000006 
2 2 20 19871 29055 2 0.000007 
2 2 20 19871 29055 2 0.000007 
2 2 20 21158 18985 2 0.000006 
2 2 20 21158 18985 2 0.000005 
2 2 20 21158 18985 2 0.000007 
2 2 20 20396 5553 2 0.000005 
2 2 20 20396 5553 2 0.000005 
2 2 20 20396 5553 2 0.000005 
2 2 20 16228 25640 2 0.000007 
2 2 20 16228 25640 2 0.000009 
2 2 20 16228 25640 2 0.000007 
2 2 20 16768 29486 2 0.000009 
2 2 20 16768 29486 2 0.000009 
2 2 20 16768 29486 2 0.000007 
2 2 20 16344 2197 2 0.000004 
2 2 20 16344 2197 2 0.000005 
2 2 20 16344 2197 2 0.000008 
2 2 20 15497 14073 2 0.000009 
2 2 20 15497 14073 2 0.000004 
2 2 20 15497 14073 2 0.000005 
2 2 20 24935 24455 2 0.000005 
2 2 20 24935 24455 2 0.000004 
2 2 20 24935 24455 2 0.000005 
2 2 20 15775 5673 2 0.000007 
2 2 20 15775 5673 2 0.000004 
2 2 20 15775 5673 2 0.000004 
2 2 20 6399 21980 2 0.000004 
2 2 20 6399 21980 2 0.000005 
2 2 20 6399 21980 2 0.000005 
2 2 20 6268 11177 2 0.000005 
2 2 20 6268 11177 2 0.000004 
2 2 20 6268 11177 2 0.000008 
2 2 20 14899 10787 2 0.000004 
2 2 20 14899 10787 2 0.000004 
2 2 20 14899 10787 2 0.000005 
2 2 20 12114 12453 2 0.000005 
2 2 20 12114 12453 2 0.000004 
2 2 20 12114 12453 2 0.000004 
2 2 20 13186 9313 2 0.000004 
2 2 20 13186 9313 2 0.000005 
2 2 20 13186 9313 2 0.000005 
2 2 20 5074 21089 2 0.000005 
2 2 20 5074 21089 2 0.000005 
2 2 20 5074 21089 2 0.000005 
2 2 20 28230 13846 2 0.000005 
2 2 20 28230 13846 2 0.000004 
2 2 20 28230 13846 2 0.000004 
2 2 20 17936 22934 2 0.000005 
2 2 20 17936 22934 2 0.000004 
2 2 20 17936 22934 2 0.000005 
2 20 20 18134 28683 3 0.000194 
2 20 20 18134 28683 3 0.000197 
2 20 20 18134 28683 3 0.000195 
2 20 20 15330 6505 3 0.000455 
2 20 20 15330 6505 3 0.000473 
2 20 20 15330 6505 3 0.000450 
2 20 20 17477 12551 3 0.000127 
2 20 20 17477 12551 3 0.000127 
2 20 20 17477 12551 3 0.000128 
2 20 20 5749 29783 4 0.001408 
2 20 20 5749 29783 4 0.001332 
2 20 20 5749 29783 4 0.001426 
2 20 20 155 28741 4 0.001209 
2 20 20 155 28741 4 0.001174 
2 20 20 155 28741 4 0.001170 
2 20 20 16040 27887 4 0.007946 
2 20 20 16040 27887 4 0.008153 
2 20 20 16040 27887 4 0.007918 
2 20 20 10717 25438 4 0.000629 
2 20 20 10717 25438 4 0.000630 
2 20 20 10717 25438 4 0.000657 
2 20 20 13436 17572 4 0.000670 
2 20 20 13436 17572 4 0.000686 
2 20 20 13436 17572 4 0.000666 
2 20 20 24765 10931 4 0.001536 
2 20 20 24765 10931 4 0.002176 
2 20 20 24765 10931 4 0.002544 
2 20 20 7310 3874 4 0.001229 
2 20 20 7310 3874 4 0.001628 
2 20 20 7310 3874 4 0.001625 
2 20 20 6054 4073 4 0.001178 
2 20 20 6054 4073 4 0.001487 
2 20 20 6054 4073 4 0.001029 
2 20 20 6188 159 4 0.002065 
2 20 20 6188 159 4 0.002139 
2 20 20 6188 159 4 0.002191 
2 20 20 9785 10508 4 0.072535 
2 20 20 9785 10508 4 0.058837 
2 20 20 9785 10508 4 0.060433 
2 20 20 1331 3812 4 0.003197 
2 20 20 1331 3812 4 0.003038 
2 20 20 1331 3812 4 0.003271 
2 20 20 17300 8118 3 0.000047 
2 20 20 17300 8118 3 0.000045 
2 20 20 17300 8118 3 0.000037 
2 20 20 7883 17694 3 0.000611 
2 20 20 7883 17694 3 0.000563 
2 20 20 7883 17694 3 0.000595 
2 20 20 27484 4881 3 0.000366 
2 20 20 27484 4881 3 0.000353 
2 20 20 27484 4881 3 0.000462 
2 20 20 23996 21447 3 0.000051 
2 20 20 23996 21447 3 0.000053 
2 20 20 23996 21447 3 0.000052 
2 20 20 17335 13484 4 0.000479 
2 20 20 17335 13484 4 0.000453 
2 20 20 17335 13484 4 0.000410 
2 20 20 13766 29895 3 0.000193 
2 20 20 13766 29895 3 0.000138 
2 20 20 13766 29895 3 0.000172 
2 20 20 6816 23763 3 0.001022 
2 20 20 6816 23763 3 0.001033 
2 20 20 6816 23763 3 0.001169 
2 20 20 22366 3994 4 0.001212 
2 20 20 22366 3994 4 0.001021 
2 20 20 22366 3994 4 0.000945 
2 20 20 22881 13071 3 0.000411 
2 20 20 22881 13071 3 0.000377 
2 20 20 22881 13071 3 0.000361 
2 20 20 7770 19272 3 0.000078 
2 20 20 7770 19272 3 0.000077 
2 20 20 7770 19272 3 0.000078 
2 20 20 21105 12187 3 0.000153 
2 20 20 21105 12187 3 0.000153 
2 20 20 21105 12187 3 0.000135 
2 20 20 22697 27697 3 0.000179 
2 20 20 22697 27697 3 0.000156 
2 20 20 22697 27697 3 0.000157 
2 20 20 12018 12400 3 0.000097 
2 20 20 12018 12400 3 0.000125 
2 20 20 12018 12400 3 0.000108 
2 20 20 16290 9260 4 0.003419 
2 20 20 16290 9260 4 0.003435 
2 20 20 16290 9260 4 0.003665 
2 20 20 21195 28414 4 0.587755 
2 20 20 21195 28414 4 0.581388 
2 20 20 21195 28414 4 0.568941 
2 20 20 16072 25546 3 0.000800 
2 20 20 16072 25546 3 0.000778 
2 20 20 16072 25546 3 0.000774 
2 40 20 9930 21835 4 0.642082 
2 40 20 9930 21835 4 0.665383 
2 40 20 9930 21835 4 0.663583 
2 40 20 8868 10891 4 2.237552 
2 40 20 8868 10891 4 2.227215 
2 40 20 8868 10891 4 2.235037 
2 40 20 10999 11166 5 1.512345 
2 40 20 10999 11166 5 1.511511 
2 40 20 10999 11166 5 1.523579 
2 40 20 18207 1986 5 1.035007 
2 40 20 18207 1986 5 1.032532 
2 40 20 18207 1986 5 1.024174 
2 40 20 26615 6920 -1 300.000001 
2 40 20 26615 6920 -1 300.000001 
2 40 20 26615 6920 -1 300.000001 
2 40 20 15119 26648 5 52.152965 
2 40 20 15119 26648 5 52.526201 
2 40 20 15119 26648 5 65.414012 
2 40 20 7804 9172 5 121.172498 
2 40 20 7804 9172 5 115.251341 
2 40 20 7804 9172 5 120.460692 
2 40 20 25483 8346 4 29.416976 
2 40 20 25483 8346 4 26.476245 
2 40 20 25483 8346 4 25.987246 
2 40 20 10729 28280 5 95.134498 
2 40 20 10729 28280 5 94.943023 
2 40 20 10729 28280 5 95.476981 
2 40 20 28348 20235 5 3.956361 
2 40 20 28348 20235 5 3.976539 
2 40 20 28348 20235 5 3.867912 
2 40 20 24056 19956 5 4.036183 
2 40 20 24056 19956 5 4.035061 
2 40 20 24056 19956 5 4.084495 
2 40 20 14385 5505 5 79.229379 
2 40 20 14385 5505 5 79.455663 
2 40 20 14385 5505 5 79.509996 
2 40 20 6604 4454 5 12.091357 
2 40 20 6604 4454 5 12.494864 
2 40 20 6604 4454 5 12.063513 
2 40 20 5605 27696 4 13.551916 
2 40 20 5605 27696 4 13.464925 
2 40 20 5605 27696 4 13.518729 
2 40 20 12402 24340 5 0.412871 
2 40 20 12402 24340 5 0.465309 
2 40 20 12402 24340 5 0.432297 
2 40 20 584 26260 5 3.462632 
2 40 20 584 26260 5 3.493479 
2 40 20 584 26260 5 3.481871 
2 40 20 14254 20726 -1 300.000001 
2 40 20 14254 20726 -1 300.000001 
2 40 20 14254 20726 -1 300.000001 
2 40 20 14969 16687 5 28.193443 
2 40 20 14969 16687 5 28.269399 
2 40 20 14969 16687 5 28.218201 
2 40 20 20832 7979 5 8.513132 
2 40 20 20832 7979 5 9.664068 
2 40 20 20832 7979 5 10.668825 
2 40 20 874 9629 5 10.368295 
2 40 20 874 9629 5 10.062927 
2 40 20 874 9629 5 10.082628 
2 40 20 13791 16147 4 0.181390 
2 40 20 13791 16147 4 0.178951 
2 40 20 13791 16147 4 0.192728 
2 40 20 15774 22066 4 0.267168 
2 40 20 15774 22066 4 0.273390 
2 40 20 15774 22066 4 0.265877 
2 40 20 1845 26832 4 4.076774 
2 40 20 1845 26832 4 4.085398 
2 40 20 1845 26832 4 4.174827 
2 40 20 27913 14807 4 0.147422 
2 40 20 27913 14807 4 0.136084 
2 40 20 27913 14807 4 0.142143 
2 40 20 9249 19354 4 14.732739 
2 40 20 9249 19354 4 14.912298 
2 40 20 9249 19354 4 13.819971 
2 40 20 14613 27529 5 8.704333 
2 40 20 14613 27529 5 8.766922 
2 40 20 14613 27529 5 8.747890 
2 40 20 17445 24129 4 7.848059 
2 40 20 17445 24129 4 7.767426 
2 40 20 17445 24129 4 7.781028 
2 40 20 27700 14535 5 0.235315 
2 40 20 27700 14535 5 0.239313 
2 40 20 27700 14535 5 0.239656 
2 40 20 12505 21732 5 8.242126 
2 40 20 12505 21732 5 8.233043 
2 40 20 12505 21732 5 8.231971 
2 40 20 24429 21748 5 22.375880 
2 40 20 24429 21748 5 22.367070 
2 40 20 24429 21748 5 22.587770 
