code n_exams probability_pairs seed_gen seed_program min_time_slots time_in_seconds
1 20 200 14479 20831 3 0.000169 
1 20 200 7514 12624 3 0.000122 
1 20 200 7514 12624 3 0.000147 
1 20 200 7514 12624 3 0.000146 
1 20 200 10248 1801 3 0.000212 
1 20 200 10248 1801 3 0.000163 
1 20 200 10248 1801 3 0.000166 
1 20 200 12310 4534 3 0.000295 
1 20 200 12310 4534 3 0.000300 
1 20 200 12310 4534 3 0.000301 
1 20 200 15576 12959 3 0.000526 
1 20 200 15576 12959 3 0.000391 
1 20 200 15576 12959 3 0.000385 
1 20 200 3164 19968 3 0.000267 
1 20 200 3164 19968 3 0.000216 
1 20 200 3164 19968 3 0.000336 
1 20 200 2329 17416 3 0.000220 
1 20 200 2329 17416 3 0.000194 
1 20 200 2329 17416 3 0.000193 
1 20 200 11687 2252 4 0.002611 
1 20 200 11687 2252 4 0.002812 
1 20 200 11687 2252 4 0.002671 
1 20 200 1961 15925 4 0.000853 
1 20 200 1961 15925 4 0.001106 
1 20 200 1961 15925 4 0.000940 
1 20 200 12053 14650 3 0.000956 
1 20 200 12053 14650 3 0.000682 
1 20 200 12053 14650 3 0.000678 
1 20 200 12631 4174 3 0.000127 
1 20 200 12631 4174 3 0.000136 
1 20 200 12631 4174 3 0.000136 
1 20 200 27004 28138 3 0.000331 
1 20 200 27004 28138 3 0.000249 
1 20 200 27004 28138 3 0.000281 
1 20 200 12481 11395 3 0.000244 
1 20 200 12481 11395 3 0.000221 
1 20 200 12481 11395 3 0.000217 
1 20 200 23586 11889 3 0.059527 
1 20 200 23586 11889 3 0.060219 
1 20 200 23586 11889 3 0.058870 
1 20 200 29634 19566 3 0.000172 
1 20 200 29634 19566 3 0.000152 
1 20 200 29634 19566 3 0.000153 
1 20 200 25183 21651 4 0.000510 
1 20 200 25183 21651 4 0.000617 
1 20 200 25183 21651 4 0.000622 
1 20 200 6993 16799 3 0.000151 
1 20 200 6993 16799 3 0.000152 
1 20 200 6993 16799 3 0.000151 
1 20 200 14879 16796 3 0.000109 
1 20 200 14879 16796 3 0.000134 
1 20 200 14879 16796 3 0.000162 
1 20 200 10060 12621 3 0.001309 
1 20 200 10060 12621 3 0.001119 
1 20 200 10060 12621 3 0.001232 
1 20 200 10038 23183 3 0.000222 
1 20 200 10038 23183 3 0.000149 
1 20 200 10038 23183 3 0.000150 
1 20 200 2585 1011 3 0.000223 
1 20 200 2585 1011 3 0.000170 
1 20 200 2585 1011 3 0.000169 
1 20 200 11109 22580 4 0.000366 
1 20 200 11109 22580 4 0.000394 
1 20 200 11109 22580 4 0.000392 
1 20 400 9608 21165 5 0.002215 
1 20 400 9608 21165 5 0.001843 
1 20 400 9608 21165 5 0.002315 
1 20 400 4601 1398 5 0.001564 
1 20 400 4601 1398 5 0.001435 
1 20 400 4601 1398 5 0.001459 
1 20 400 4536 27702 5 0.006672 
1 20 400 4536 27702 5 0.005075 
1 20 400 4536 27702 5 0.004983 
1 20 400 15676 16769 5 0.005206 
1 20 400 15676 16769 5 0.005351 
1 20 400 15676 16769 5 0.005153 
1 20 400 18539 18823 5 0.005250 
1 20 400 18539 18823 5 0.005749 
1 20 400 18539 18823 5 0.005515 
1 20 400 28679 25213 5 0.001914 
1 20 400 28679 25213 5 0.002383 
1 20 400 28679 25213 5 0.002033 
1 20 400 22504 17527 5 0.007562 
1 20 400 22504 17527 5 0.007906 
1 20 400 22504 17527 5 0.007816 
1 20 400 21147 19877 5 0.001723 
1 20 400 21147 19877 5 0.001291 
1 20 400 21147 19877 5 0.001032 
1 20 400 24973 2235 5 0.001078 
1 20 400 24973 2235 5 0.001065 
1 20 400 24973 2235 5 0.001137 
1 20 400 11031 18950 5 0.000667 
1 20 400 11031 18950 5 0.000505 
1 20 400 11031 18950 5 0.000512 
1 20 400 21866 12145 5 0.001614 
1 20 400 21866 12145 5 0.001305 
1 20 400 21866 12145 5 0.001000 
1 20 400 9025 26847 5 0.001587 
1 20 400 9025 26847 5 0.001163 
1 20 400 9025 26847 5 0.001177 
1 20 400 16024 4767 5 0.012251 
1 20 400 16024 4767 5 0.012473 
1 20 400 16024 4767 5 0.012372 
1 20 400 8315 29184 5 0.002378 
1 20 400 8315 29184 5 0.002466 
1 20 400 8315 29184 5 0.002442 
1 20 400 21904 6583 5 0.000371 
1 20 400 21904 6583 5 0.000388 
1 20 400 21904 6583 5 0.000386 
1 20 400 16161 173 5 0.066832 
1 20 400 16161 173 5 0.080550 
1 20 400 16161 173 5 0.069548 
1 20 400 24308 3165 5 0.001220 
1 20 400 24308 3165 5 0.001143 
1 20 400 24308 3165 5 0.001090 
1 20 400 9877 15537 5 0.002286 
1 20 400 9877 15537 5 0.002660 
1 20 400 9877 15537 5 0.002206 
1 20 400 5826 7279 5 0.003285 
1 20 400 5826 7279 5 0.003250 
1 20 400 5826 7279 5 0.003749 
1 20 400 1321 27050 5 0.004720 
1 20 400 1321 27050 5 0.003666 
1 20 400 1321 27050 5 0.003718 
1 20 400 28035 13867 4 0.000222 
1 20 400 28035 13867 4 0.000230 
1 20 400 28035 13867 4 0.000333 
1 20 400 25462 3285 5 0.002110 
1 20 400 25462 3285 5 0.001505 
1 20 400 25462 3285 5 0.001530 
1 20 400 28158 14293 5 0.001329 
1 20 400 28158 14293 5 0.001714 
1 20 400 28158 14293 5 0.001661 
1 20 400 5876 22829 5 0.004759 
1 20 400 5876 22829 5 0.003326 
1 20 400 5876 22829 5 0.003320 
1 20 400 26549 20073 5 0.001854 
1 20 400 26549 20073 5 0.001663 
1 20 400 26549 20073 5 0.001753 
1 20 400 13534 7527 6 2.165373 
1 20 400 13534 7527 6 2.233086 
1 20 400 13534 7527 6 2.131231 
1 20 400 882 21705 5 0.000368 
1 20 400 882 21705 5 0.000372 
1 20 400 882 21705 5 0.000368 
1 20 400 28845 29649 5 0.002058 
1 20 400 28845 29649 5 0.002048 
1 20 400 28845 29649 5 0.002029 
1 20 400 13842 19619 5 0.000453 
1 20 400 13842 19619 5 0.000280 
1 20 400 13842 19619 5 0.000289 
1 20 400 24190 27713 5 0.000886 
1 20 400 24190 27713 5 0.001071 
1 20 400 24190 27713 5 0.001078 
1 20 600 13816 26550 7 0.081553 
1 20 600 13816 26550 7 0.089719 
1 20 600 13816 26550 7 0.096952 
1 20 600 12607 5806 7 0.081335 
1 20 600 12607 5806 7 0.101221 
1 20 600 12607 5806 7 0.092262 
1 20 600 15227 19144 7 0.051117 
1 20 600 15227 19144 7 0.080367 
1 20 600 15227 19144 7 0.063373 
1 20 600 23716 29068 7 0.035660 
1 20 600 23716 29068 7 0.028384 
1 20 600 23716 29068 7 0.029350 
1 20 600 1969 7351 6 0.003920 
1 20 600 1969 7351 6 0.003072 
1 20 600 1969 7351 6 0.002780 
1 20 600 5596 5338 6 0.006364 
1 20 600 5596 5338 6 0.006629 
1 20 600 5596 5338 6 0.006509 
1 20 600 11943 20042 7 0.097135 
1 20 600 11943 20042 7 0.099563 
1 20 600 11943 20042 7 0.096472 
1 20 600 19144 9305 6 0.008298 
1 20 600 19144 9305 6 0.008276 
1 20 600 19144 9305 6 0.009524 
1 20 600 14052 19749 7 0.336802 
1 20 600 14052 19749 7 0.307615 
1 20 600 14052 19749 7 0.307610 
1 20 600 558 3334 7 0.052393 
1 20 600 558 3334 7 0.051832 
1 20 600 558 3334 7 0.084182 
1 20 600 19757 13819 7 0.852086 
1 20 600 19757 13819 7 0.782530 
1 20 600 19757 13819 7 0.768956 
1 20 600 4192 21978 6 0.002002 
1 20 600 4192 21978 6 0.001556 
1 20 600 4192 21978 6 0.001986 
1 20 600 15280 13809 7 2.153067 
1 20 600 15280 13809 7 2.065857 
1 20 600 15280 13809 7 2.103678 
1 20 600 17569 24395 7 0.093352 
1 20 600 17569 24395 7 0.109398 
1 20 600 17569 24395 7 0.099512 
1 20 600 15425 21128 6 0.138062 
1 20 600 15425 21128 6 0.115592 
1 20 600 15425 21128 6 0.113424 
1 20 600 12935 370 7 0.115935 
1 20 600 12935 370 7 0.143690 
1 20 600 12935 370 7 0.122444 
1 20 600 25414 13191 7 0.773222 
1 20 600 25414 13191 7 0.788188 
1 20 600 25414 13191 7 0.743730 
1 20 600 15268 16741 6 0.005897 
1 20 600 15268 16741 6 0.006000 
1 20 600 15268 16741 6 0.006295 
1 20 600 29275 27671 6 0.005244 
1 20 600 29275 27671 6 0.005869 
1 20 600 29275 27671 6 0.005809 
1 20 600 9982 11915 7 0.134424 
1 20 600 9982 11915 7 0.137792 
1 20 600 9982 11915 7 0.156950 
1 20 600 21939 14403 6 0.008755 
1 20 600 21939 14403 6 0.007788 
1 20 600 21939 14403 6 0.007917 
1 20 600 27375 27438 6 0.017627 
1 20 600 27375 27438 6 0.018218 
1 20 600 27375 27438 6 0.018280 
1 20 600 2914 8600 6 0.003845 
1 20 600 2914 8600 6 0.003838 
1 20 600 2914 8600 6 0.003907 
1 20 600 12178 9139 7 0.065689 
1 20 600 12178 9139 7 0.067823 
1 20 600 12178 9139 7 0.047090 
1 20 600 8017 8762 6 0.001203 
1 20 600 8017 8762 6 0.001309 
1 20 600 8017 8762 6 0.001058 
1 20 600 17895 12724 6 0.004310 
1 20 600 17895 12724 6 0.004391 
1 20 600 17895 12724 6 0.004162 
1 20 600 15663 25381 7 0.021755 
1 20 600 15663 25381 7 0.019793 
1 20 600 15663 25381 7 0.020440 
1 20 600 962 13767 6 0.004863 
1 20 600 962 13767 6 0.003991 
1 20 600 962 13767 6 0.004123 
1 20 600 2423 1917 7 0.031117 
1 20 600 2423 1917 7 0.029437 
1 20 600 2423 1917 7 0.029240 
1 20 600 27629 3209 7 0.147931 
1 20 600 27629 3209 7 0.117878 
1 20 600 27629 3209 7 0.118514
2 20 1 18849 3213 2 0.000016 
2 20 1 18849 3213 2 0.000015 
2 20 1 18849 3213 2 0.000019 
2 20 1 6866 27920 2 0.000015 
2 20 1 6866 27920 2 0.000014 
2 20 1 6866 27920 2 0.000017 
2 20 1 14427 10919 2 0.000016 
2 20 1 14427 10919 2 0.000017 
2 20 1 14427 10919 2 0.000016 
2 20 1 5230 20107 2 0.000020 
2 20 1 5230 20107 2 0.000015 
2 20 1 5230 20107 2 0.000017 
2 20 1 28866 13260 2 0.000020 
2 20 1 28866 13260 2 0.000020 
2 20 1 28866 13260 2 0.000017 
2 20 1 14642 20212 2 0.000016 
2 20 1 14642 20212 2 0.000014 
2 20 1 14642 20212 2 0.000017 
2 20 1 8027 1592 2 0.000087 
2 20 1 8027 1592 2 0.000018 
2 20 1 8027 1592 2 0.000019 
2 20 1 19069 22964 2 0.000020 
2 20 1 19069 22964 2 0.000016 
2 20 1 19069 22964 2 0.000016 
2 20 1 6316 759 2 0.000019 
2 20 1 6316 759 2 0.000017 
2 20 1 6316 759 2 0.000019 
2 20 1 4290 27816 2 0.000018 
2 20 1 4290 27816 2 0.000017 
2 20 1 4290 27816 2 0.000016 
2 20 1 19958 29472 2 0.000016 
2 20 1 19958 29472 2 0.000019 
2 20 1 19958 29472 2 0.000014 
2 20 1 14003 20707 2 0.000021 
2 20 1 14003 20707 2 0.000016 
2 20 1 14003 20707 2 0.000019 
2 20 1 2078 24323 2 0.000018 
2 20 1 2078 24323 2 0.000017 
2 20 1 2078 24323 2 0.000016 
2 20 1 12670 19012 2 0.000015 
2 20 1 12670 19012 2 0.000019 
2 20 1 12670 19012 2 0.000017 
2 20 1 24729 19085 2 0.000017 
2 20 1 24729 19085 2 0.000018 
2 20 1 24729 19085 2 0.000017 
2 20 1 18308 13340 2 0.000015 
2 20 1 18308 13340 2 0.000019 
2 20 1 18308 13340 2 0.000020 
2 20 1 18056 21725 2 0.000017 
2 20 1 18056 21725 2 0.000017 
2 20 1 18056 21725 2 0.000017 
2 20 1 6977 4225 2 0.000017 
2 20 1 6977 4225 2 0.000016 
2 20 1 6977 4225 2 0.000024 
2 20 1 21576 21749 2 0.000014 
2 20 1 21576 21749 2 0.000025 
2 20 1 21576 21749 2 0.000016 
2 20 1 18483 20630 2 0.000020 
2 20 1 18483 20630 2 0.000019 
2 20 1 18483 20630 2 0.000016 
2 20 1 29448 2737 2 0.000019 
2 20 1 29448 2737 2 0.000017 
2 20 1 29448 2737 2 0.000018 
2 20 1 10735 18023 2 0.000018 
2 20 1 10735 18023 2 0.000017 
2 20 1 10735 18023 2 0.000022 
2 20 1 22619 26061 2 0.000017 
2 20 1 22619 26061 2 0.000016 
2 20 1 22619 26061 2 0.000018 
2 20 1 12863 4524 2 0.000016 
2 20 1 12863 4524 2 0.000020 
2 20 1 12863 4524 2 0.000018 
2 20 1 19507 14342 2 0.000015 
2 20 1 19507 14342 2 0.000015 
2 20 1 19507 14342 2 0.000017 
2 20 1 23189 4260 2 0.000020 
2 20 1 23189 4260 2 0.000019 
2 20 1 23189 4260 2 0.000015 
2 20 1 9863 10886 2 0.000021 
2 20 1 9863 10886 2 0.000019 
2 20 1 9863 10886 2 0.000016 
2 20 1 92 16225 2 0.000024 
2 20 1 92 16225 2 0.000016 
2 20 1 92 16225 2 0.000018 
2 20 1 14454 1742 2 0.000014 
2 20 1 14454 1742 2 0.000016 
2 20 1 14454 1742 2 0.000016 
2 20 1 8375 19122 2 0.000017 
2 20 1 8375 19122 2 0.000018 
2 20 1 8375 19122 2 0.000020 
2 20 200 13856 17309 3 0.000029 
2 20 200 13856 17309 3 0.000041 
2 20 200 13856 17309 3 0.000030 
2 20 200 20897 10976 3 0.000322 
2 20 200 20897 10976 3 0.000212 
2 20 200 20897 10976 3 0.000213 
2 20 200 28554 27200 4 0.000636 
2 20 200 28554 27200 4 0.000638 
2 20 200 28554 27200 4 0.000787 
2 20 200 16265 353 4 0.002391 
2 20 200 16265 353 4 0.002584 
2 20 200 16265 353 4 0.002429 
2 20 200 3842 10195 3 0.000294 
2 20 200 3842 10195 3 0.000294 
2 20 200 3842 10195 3 0.000295 
2 20 200 25890 11511 4 0.001216 
2 20 200 25890 11511 4 0.001170 
2 20 200 25890 11511 4 0.001177 
2 20 200 11143 21576 4 0.000253 
2 20 200 11143 21576 4 0.000300 
2 20 200 11143 21576 4 0.000298 
2 20 200 28486 805 4 0.003334 
2 20 200 28486 805 4 0.003422 
2 20 200 28486 805 4 0.003483 
2 20 200 14479 20831 3 0.000058 
2 20 200 14479 20831 3 0.000059 
2 20 200 14479 20831 3 0.000059 
2 20 200 7514 12624 3 0.000038 
2 20 200 7514 12624 3 0.000036 
2 20 200 7514 12624 3 0.000038 
2 20 200 10248 1801 3 0.000055 
2 20 200 10248 1801 3 0.000054 
2 20 200 10248 1801 3 0.000055 
2 20 200 12310 4534 3 0.000193 
2 20 200 12310 4534 3 0.000159 
2 20 200 12310 4534 3 0.000161 
2 20 200 15576 12959 3 0.000229 
2 20 200 15576 12959 3 0.000285 
2 20 200 15576 12959 3 0.000281 
2 20 200 3164 19968 3 0.000088 
2 20 200 3164 19968 3 0.000089 
2 20 200 3164 19968 3 0.000087 
2 20 200 2329 17416 3 0.000086 
2 20 200 2329 17416 3 0.000088 
2 20 200 2329 17416 3 0.000089 
2 20 200 11687 2252 4 0.002637 
2 20 200 11687 2252 4 0.002625 
2 20 200 11687 2252 4 0.002564 
2 20 200 1961 15925 4 0.000923 
2 20 200 1961 15925 4 0.000841 
2 20 200 1961 15925 4 0.000845 
2 20 200 12053 14650 3 0.000449 
2 20 200 12053 14650 3 0.000545 
2 20 200 12053 14650 3 0.000555 
2 20 200 12631 4174 3 0.000029 
2 20 200 12631 4174 3 0.000029 
2 20 200 12631 4174 3 0.000028 
2 20 200 27004 28138 3 0.000136 
2 20 200 27004 28138 3 0.000139 
2 20 200 27004 28138 3 0.000137 
2 20 200 12481 11395 3 0.000106 
2 20 200 12481 11395 3 0.000107 
2 20 200 12481 11395 3 0.000109 
2 20 200 23586 11889 3 0.005706 
2 20 200 23586 11889 3 0.004242 
2 20 200 23586 11889 3 0.005482 
2 20 200 29634 19566 3 0.000043 
2 20 200 29634 19566 3 0.000045 
2 20 200 29634 19566 3 0.000043 
2 20 200 25183 21651 4 0.000509 
2 20 200 25183 21651 4 0.000518 
2 20 200 25183 21651 4 0.000518 
2 20 200 6993 16799 3 0.000044 
2 20 200 6993 16799 3 0.000044 
2 20 200 6993 16799 3 0.000045 
2 20 200 14879 16796 3 0.000029 
2 20 200 14879 16796 3 0.000028 
2 20 200 14879 16796 3 0.000027 
2 20 200 10060 12621 3 0.001132 
2 20 200 10060 12621 3 0.001166 
2 20 200 10060 12621 3 0.001160 
2 20 200 10038 23183 3 0.000058 
2 20 200 10038 23183 3 0.000040 
2 20 200 10038 23183 3 0.000042 
2 20 200 2585 1011 3 0.000055 
2 20 200 2585 1011 3 0.000068 
2 20 200 2585 1011 3 0.000057 
2 20 200 11109 22580 4 0.000344 
2 20 200 11109 22580 4 0.000294 
2 20 200 11109 22580 4 0.000295 
2 20 400 9608 21165 5 0.002212 
2 20 400 9608 21165 5 0.002208 
2 20 400 9608 21165 5 0.002322 
2 20 400 4601 1398 5 0.001113 
2 20 400 4601 1398 5 0.001102 
2 20 400 4601 1398 5 0.001101 
2 20 400 4536 27702 5 0.005592 
2 20 400 4536 27702 5 0.005158 
2 20 400 4536 27702 5 0.005144 
2 20 400 15676 16769 5 0.005240 
2 20 400 15676 16769 5 0.006444 
2 20 400 15676 16769 5 0.005871 
2 20 400 18539 18823 5 0.005867 
2 20 400 18539 18823 5 0.005288 
2 20 400 18539 18823 5 0.005833 
2 20 400 28679 25213 5 0.002024 
2 20 400 28679 25213 5 0.002098 
2 20 400 28679 25213 5 0.001923 
2 20 400 22504 17527 5 0.007337 
2 20 400 22504 17527 5 0.007293 
2 20 400 22504 17527 5 0.007488 
2 20 400 21147 19877 5 0.001337 
2 20 400 21147 19877 5 0.001212 
2 20 400 21147 19877 5 0.001207 
2 20 400 24973 2235 5 0.000960 
2 20 400 24973 2235 5 0.001177 
2 20 400 24973 2235 5 0.001148 
2 20 400 11031 18950 5 0.000507 
2 20 400 11031 18950 5 0.000430 
2 20 400 11031 18950 5 0.000433 
2 20 400 21866 12145 5 0.000924 
2 20 400 21866 12145 5 0.000945 
2 20 400 21866 12145 5 0.000934 
2 20 400 9025 26847 5 0.001157 
2 20 400 9025 26847 5 0.001084 
2 20 400 9025 26847 5 0.001078 
2 20 400 16024 4767 5 0.013182 
2 20 400 16024 4767 5 0.013265 
2 20 400 16024 4767 5 0.011834 
2 20 400 8315 29184 5 0.001943 
2 20 400 8315 29184 5 0.002480 
2 20 400 8315 29184 5 0.002409 
2 20 400 21904 6583 5 0.000398 
2 20 400 21904 6583 5 0.000292 
2 20 400 21904 6583 5 0.000303 
2 20 400 16161 173 5 0.065689 
2 20 400 16161 173 5 0.074000 
2 20 400 16161 173 5 0.065467 
2 20 400 24308 3165 5 0.001047 
2 20 400 24308 3165 5 0.001083 
2 20 400 24308 3165 5 0.001038 
2 20 400 9877 15537 5 0.002768 
2 20 400 9877 15537 5 0.003596 
2 20 400 9877 15537 5 0.003647 
2 20 400 5826 7279 5 0.003378 
2 20 400 5826 7279 5 0.003494 
2 20 400 5826 7279 5 0.003485 
2 20 400 1321 27050 5 0.003491 
2 20 400 1321 27050 5 0.003431 
2 20 400 1321 27050 5 0.003433 
2 20 400 28035 13867 4 0.000124 
2 20 400 28035 13867 4 0.000124 
2 20 400 28035 13867 4 0.000126 
2 20 400 25462 3285 5 0.001267 
2 20 400 25462 3285 5 0.001238 
2 20 400 25462 3285 5 0.001228 
2 20 400 28158 14293 5 0.001553 
2 20 400 28158 14293 5 0.001609 
2 20 400 28158 14293 5 0.001515 
2 20 400 5876 22829 5 0.003292 
2 20 400 5876 22829 5 0.003295 
2 20 400 5876 22829 5 0.003260 
2 20 400 26549 20073 5 0.001736 
2 20 400 26549 20073 5 0.001791 
2 20 400 26549 20073 5 0.001689 
2 20 400 13534 7527 6 2.152629 
2 20 400 13534 7527 6 2.149869 
2 20 400 13534 7527 6 2.198795 
2 20 400 882 21705 5 0.000303 
2 20 400 882 21705 5 0.000318 
2 20 400 882 21705 5 0.000369 
2 20 400 28845 29649 5 0.001988 
2 20 400 28845 29649 5 0.002001 
2 20 400 28845 29649 5 0.002014 
2 20 400 13842 19619 5 0.000172 
2 20 400 13842 19619 5 0.000197 
2 20 400 13842 19619 5 0.000208 
2 20 400 24190 27713 5 0.001065 
2 20 400 24190 27713 5 0.001003 
2 20 400 24190 27713 5 0.001009 
2 20 600 13816 26550 7 0.100292 
2 20 600 13816 26550 7 0.078875 
2 20 600 13816 26550 7 0.106178 
2 20 600 12607 5806 7 0.081386 
2 20 600 12607 5806 7 0.082574 
2 20 600 12607 5806 7 0.096685 
2 20 600 15227 19144 7 0.056556 
2 20 600 15227 19144 7 0.062344 
2 20 600 15227 19144 7 0.053131 
2 20 600 23716 29068 7 0.030036 
2 20 600 23716 29068 7 0.029853 
2 20 600 23716 29068 7 0.030291 
2 20 600 1969 7351 6 0.002687 
2 20 600 1969 7351 6 0.003015 
2 20 600 1969 7351 6 0.002941 
2 20 600 5596 5338 6 0.006821 
2 20 600 5596 5338 6 0.006537 
2 20 600 5596 5338 6 0.006739 
2 20 600 11943 20042 7 0.108453 
2 20 600 11943 20042 7 0.123790 
2 20 600 11943 20042 7 0.105277 
2 20 600 19144 9305 6 0.008504 
2 20 600 19144 9305 6 0.008452 
2 20 600 19144 9305 6 0.008080 
2 20 600 14052 19749 7 0.318413 
2 20 600 14052 19749 7 0.335266 
2 20 600 14052 19749 7 0.316563 
2 20 600 558 3334 7 0.080763 
2 20 600 558 3334 7 0.052594 
2 20 600 558 3334 7 0.066653 
2 20 600 19757 13819 7 0.714316 
2 20 600 19757 13819 7 0.748440 
2 20 600 19757 13819 7 0.722188 
2 20 600 4192 21978 6 0.002197 
2 20 600 4192 21978 6 0.001912 
2 20 600 4192 21978 6 0.001953 
2 20 600 15280 13809 7 2.091829 
2 20 600 15280 13809 7 2.111880 
2 20 600 15280 13809 7 2.050966 
2 20 600 17569 24395 7 0.118176 
2 20 600 17569 24395 7 0.125698 
2 20 600 17569 24395 7 0.100937 
2 20 600 15425 21128 6 0.119552 
2 20 600 15425 21128 6 0.110182 
2 20 600 15425 21128 6 0.135831 
2 20 600 12935 370 7 0.117239 
2 20 600 12935 370 7 0.131244 
2 20 600 12935 370 7 0.120795 
2 20 600 25414 13191 7 0.746798 
2 20 600 25414 13191 7 0.750353 
2 20 600 25414 13191 7 0.776532 
2 20 600 15268 16741 6 0.006043 
2 20 600 15268 16741 6 0.006281 
2 20 600 15268 16741 6 0.006191 
2 20 600 29275 27671 6 0.005795 
2 20 600 29275 27671 6 0.005811 
2 20 600 29275 27671 6 0.006740 
2 20 600 9982 11915 7 0.159839 
2 20 600 9982 11915 7 0.137419 
2 20 600 9982 11915 7 0.134396 
2 20 600 21939 14403 6 0.007840 
2 20 600 21939 14403 6 0.008044 
2 20 600 21939 14403 6 0.007786 
2 20 600 27375 27438 6 0.016533 
2 20 600 27375 27438 6 0.017611 
2 20 600 27375 27438 6 0.016267 
2 20 600 2914 8600 6 0.003622 
2 20 600 2914 8600 6 0.003904 
2 20 600 2914 8600 6 0.003943 
