n_exams probability_pairs seed_gen seed_program min_time_slots time_in_seconds
2 20 1739 29655 2 0.000004 
2 20 1739 29655 2 0.000004 
2 20 1739 29655 2 0.000005 
2 20 16145 23850 2 0.000004 
2 20 16145 23850 2 0.000004 
2 20 16145 23850 2 0.000003 
2 20 26400 8709 2 0.000004 
2 20 26400 8709 2 0.000004 
2 20 26400 8709 2 0.000004 
2 20 1321 25898 2 0.000004 
2 20 1321 25898 2 0.000004 
2 20 1321 25898 2 0.000004 
2 20 8524 16003 2 0.000004 
2 20 8524 16003 2 0.000004 
2 20 8524 16003 2 0.000004 
2 20 27729 10144 2 0.000006 
2 20 27729 10144 2 0.000004 
2 20 27729 10144 2 0.000004 
2 20 22841 18532 2 0.000006 
2 20 22841 18532 2 0.000005 
2 20 22841 18532 2 0.000004 
2 20 9188 26416 2 0.000004 
2 20 9188 26416 2 0.000003 
2 20 9188 26416 2 0.000007 
2 20 28035 17751 2 0.000005 
2 20 28035 17751 2 0.000005 
2 20 28035 17751 2 0.000008 
2 20 20740 26027 2 0.000005 
2 20 20740 26027 2 0.000004 
2 20 20740 26027 2 0.000005 
2 20 5352 28518 2 0.000005 
2 20 5352 28518 2 0.000005 
2 20 5352 28518 2 0.000006 
2 20 15592 8885 2 0.000005 
2 20 15592 8885 2 0.000018 
2 20 15592 8885 2 0.000005 
2 20 27805 2476 2 0.000004 
2 20 27805 2476 2 0.000004 
2 20 27805 2476 2 0.000005 
2 20 19871 29055 2 0.000006 
2 20 19871 29055 2 0.000007 
2 20 19871 29055 2 0.000007 
2 20 21158 18985 2 0.000006 
2 20 21158 18985 2 0.000005 
2 20 21158 18985 2 0.000007 
2 20 20396 5553 2 0.000005 
2 20 20396 5553 2 0.000005 
2 20 20396 5553 2 0.000005 
2 20 16228 25640 2 0.000007 
2 20 16228 25640 2 0.000009 
2 20 16228 25640 2 0.000007 
2 20 16768 29486 2 0.000009 
2 20 16768 29486 2 0.000009 
2 20 16768 29486 2 0.000007 
2 20 16344 2197 2 0.000004 
2 20 16344 2197 2 0.000005 
2 20 16344 2197 2 0.000008 
2 20 15497 14073 2 0.000009 
2 20 15497 14073 2 0.000004 
2 20 15497 14073 2 0.000005 
2 20 24935 24455 2 0.000005 
2 20 24935 24455 2 0.000004 
2 20 24935 24455 2 0.000005 
2 20 15775 5673 2 0.000007 
2 20 15775 5673 2 0.000004 
2 20 15775 5673 2 0.000004 
2 20 6399 21980 2 0.000004 
2 20 6399 21980 2 0.000005 
2 20 6399 21980 2 0.000005 
2 20 6268 11177 2 0.000005 
2 20 6268 11177 2 0.000004 
2 20 6268 11177 2 0.000008 
2 20 14899 10787 2 0.000004 
2 20 14899 10787 2 0.000004 
2 20 14899 10787 2 0.000005 
2 20 12114 12453 2 0.000005 
2 20 12114 12453 2 0.000004 
2 20 12114 12453 2 0.000004 
2 20 13186 9313 2 0.000004 
2 20 13186 9313 2 0.000005 
2 20 13186 9313 2 0.000005 
2 20 5074 21089 2 0.000005 
2 20 5074 21089 2 0.000005 
2 20 5074 21089 2 0.000005 
2 20 28230 13846 2 0.000005 
2 20 28230 13846 2 0.000004 
2 20 28230 13846 2 0.000004 
2 20 17936 22934 2 0.000005 
2 20 17936 22934 2 0.000004 
2 20 17936 22934 2 0.000005 
20 20 18134 28683 3 0.000194 
20 20 18134 28683 3 0.000197 
20 20 18134 28683 3 0.000195 
20 20 15330 6505 3 0.000455 
20 20 15330 6505 3 0.000473 
20 20 15330 6505 3 0.000450 
20 20 17477 12551 3 0.000127 
20 20 17477 12551 3 0.000127 
20 20 17477 12551 3 0.000128 
20 20 5749 29783 4 0.001408 
20 20 5749 29783 4 0.001332 
20 20 5749 29783 4 0.001426 
20 20 155 28741 4 0.001209 
20 20 155 28741 4 0.001174 
20 20 155 28741 4 0.001170 
20 20 16040 27887 4 0.007946 
20 20 16040 27887 4 0.008153 
20 20 16040 27887 4 0.007918 
