n_exams probability_pairs seed_gen seed_program min_time_slots time_in_seconds
20 1 18849 3213 1 0.000126 
20 1 18849 3213 1 0.000129 
20 1 18849 3213 1 0.000109 
20 1 6866 27920 1 0.000107 
20 1 6866 27920 1 0.000129 
20 1 6866 27920 1 0.000128 
20 1 14427 10919 1 0.000122 
20 1 14427 10919 1 0.000149 
20 1 14427 10919 1 0.000129 
20 1 5230 20107 1 0.000154 
20 1 5230 20107 1 0.000129 
20 1 5230 20107 1 0.000129 
20 1 28866 13260 1 0.000104 
20 1 28866 13260 1 0.000131 
20 1 28866 13260 1 0.000107 
20 1 14642 20212 1 0.000212 
20 1 14642 20212 1 0.000128 
20 1 14642 20212 1 0.000130 
20 1 8027 1592 1 0.000152 
20 1 8027 1592 1 0.000131 
20 1 8027 1592 1 0.000130 
20 1 19069 22964 1 0.000115 
20 1 19069 22964 1 0.000131 
20 1 19069 22964 1 0.000132 
20 1 6316 759 1 0.000129 
20 1 6316 759 1 0.000126 
20 1 6316 759 1 0.000131 
20 1 4290 27816 1 0.000131 
20 1 4290 27816 1 0.000126 
20 1 4290 27816 1 0.000129 
20 1 19958 29472 1 0.000152 
20 1 19958 29472 1 0.000102 
20 1 19958 29472 1 0.000193 
20 1 14003 20707 1 0.000174 
20 1 14003 20707 1 0.000105 
20 1 14003 20707 1 0.000105 
20 1 2078 24323 1 0.000173 
20 1 2078 24323 1 0.000132 
20 1 2078 24323 1 0.000131 
20 1 12670 19012 1 0.000126 
20 1 12670 19012 1 0.000131 
20 1 12670 19012 1 0.000128 
20 1 24729 19085 1 0.000207 
20 1 24729 19085 1 0.000130 
20 1 24729 19085 1 0.000157 
20 1 18308 13340 1 0.000178 
20 1 18308 13340 1 0.000176 
20 1 18308 13340 1 0.000127 
20 1 18056 21725 1 0.000106 
20 1 18056 21725 1 0.000130 
20 1 18056 21725 1 0.000131 
20 1 6977 4225 1 0.000129 
20 1 6977 4225 1 0.000130 
20 1 6977 4225 1 0.000156 
20 1 21576 21749 1 0.000125 
20 1 21576 21749 1 0.000131 
20 1 21576 21749 1 0.000109 
20 1 18483 20630 1 0.000132 
20 1 18483 20630 1 0.000174 
20 1 18483 20630 1 0.000129 
20 1 29448 2737 1 0.000171 
20 1 29448 2737 1 0.000130 
20 1 29448 2737 1 0.000156 
20 1 10735 18023 1 0.000168 
20 1 10735 18023 1 0.000130 
20 1 10735 18023 1 0.000129 
20 1 22619 26061 1 0.000174 
20 1 22619 26061 1 0.000130 
20 1 22619 26061 1 0.000129 
20 1 12863 4524 1 0.000128 
20 1 12863 4524 1 0.000131 
20 1 12863 4524 1 0.000155 
20 1 19507 14342 1 0.000195 
20 1 19507 14342 1 0.000130 
20 1 19507 14342 1 0.000131 
20 1 23189 4260 1 0.000107 
20 1 23189 4260 1 0.000126 
20 1 23189 4260 1 0.000128 
20 1 9863 10886 1 0.000130 
20 1 9863 10886 1 0.000401 
20 1 9863 10886 1 0.000139 
20 1 92 16225 1 0.000128 
20 1 92 16225 1 0.000158 
20 1 92 16225 1 0.000157 
20 1 14454 1742 1 0.000124 
20 1 14454 1742 1 0.000133 
20 1 14454 1742 1 0.000129 
20 1 8375 19122 1 0.000174 
20 1 8375 19122 1 0.000129 
20 1 8375 19122 1 0.000130 
20 2 24467 12525 1 0.000186 
20 2 24467 12525 1 0.000148 
20 2 24467 12525 1 0.000159 
20 2 29203 22482 2 0.000150 
20 2 29203 22482 2 0.000147 
20 2 29203 22482 2 0.000127 
20 2 10704 1512 1 0.000107 
20 2 10704 1512 1 0.000127 
20 2 10704 1512 1 0.000131 
20 2 86 10790 1 0.000149 
20 2 86 10790 1 0.000128 
20 2 86 10790 1 0.000127 
20 2 12111 28838 1 0.000137 
20 2 12111 28838 1 0.000129 
20 2 12111 28838 1 0.000130 
20 2 19826 26609 1 0.000158 
20 2 19826 26609 1 0.000130 
20 2 19826 26609 1 0.000137 
20 2 8026 18317 1 0.000129 
20 2 8026 18317 1 0.000129 
20 2 8026 18317 1 0.000128 
20 2 28855 28483 1 0.000129 
20 2 28855 28483 1 0.000128 
20 2 28855 28483 1 0.000147 
20 2 36 11851 1 0.000169 
20 2 36 11851 1 0.000130 
20 2 36 11851 1 0.000128 
20 2 26023 21910 2 0.000181 
20 2 26023 21910 2 0.000128 
20 2 26023 21910 2 0.000128 
20 2 6946 14812 1 0.000127 
20 2 6946 14812 1 0.000129 
20 2 6946 14812 1 0.000130 
20 2 5878 16760 1 0.000206 
20 2 5878 16760 1 0.000131 
20 2 5878 16760 1 0.000129 
20 2 20695 25491 2 0.000125 
20 2 20695 25491 2 0.000201 
20 2 20695 25491 2 0.000126 
20 2 28111 10656 1 0.000140 
20 2 28111 10656 1 0.000144 
20 2 28111 10656 1 0.000128 
20 2 19781 15650 1 0.000159 
20 2 19781 15650 1 0.000131 
20 2 19781 15650 1 0.000128 
20 2 18731 26523 2 0.000125 
20 2 18731 26523 2 0.000126 
20 2 18731 26523 2 0.000100 
20 2 11686 7406 1 0.000280 
20 2 11686 7406 1 0.000128 
20 2 11686 7406 1 0.000132 
20 2 28399 1169 2 0.000168 
20 2 28399 1169 2 0.000127 
20 2 28399 1169 2 0.000127 
20 2 18623 12165 1 0.000172 
20 2 18623 12165 1 0.000128 
20 2 18623 12165 1 0.000130 
20 2 6679 8479 2 0.000127 
20 2 6679 8479 2 0.000129 
20 2 6679 8479 2 0.000129 
20 2 26499 13499 2 0.000177 
20 2 26499 13499 2 0.000130 
