n_exams probability_pairs seed_gen seed_program min_time_slots time_in_seconds
35 20 19970 26812 4 0.020141 
35 20 19970 26812 4 0.022096 
35 20 21480 14379 4 0.004446 
35 20 21480 14379 4 0.004495 
35 20 15622 3463 4 0.013768 
35 20 15622 3463 4 0.012977 
35 20 11235 2014 4 0.029769 
35 20 11235 2014 4 0.024940 
35 20 18543 14105 5 3.769338 
35 20 18543 14105 5 3.933251 
35 20 28801 1740 5 2.782712 
35 20 28801 1740 5 2.589495 
35 20 24284 19645 4 0.633859 
35 20 24284 19645 4 0.636515 
35 20 18373 461 5 3.892282 
35 20 18373 461 5 3.977310 
35 20 10823 4912 4 2.632415 
35 20 10823 4912 4 2.706136 
35 20 4103 4499 4 0.019431 
35 20 4103 4499 4 0.019317 
35 20 13572 17204 4 0.004695 
35 20 13572 17204 4 0.004844 
35 20 727 13823 4 0.071843 
35 20 727 13823 4 0.069966 
35 20 16958 10145 5 5.841949 
35 20 16958 10145 5 6.013242 
35 20 13933 12200 4 1.041871 
35 20 13933 12200 4 1.050837 
35 20 3569 17980 5 1.191126 
35 20 3569 17980 5 1.204183 
35 20 22768 2364 4 0.268095 
35 20 22768 2364 4 0.258156 
35 20 29067 18218 4 0.353486 
35 20 29067 18218 4 0.350950 
35 20 694 12143 4 0.379175 
35 20 694 12143 4 0.383033 
35 20 26826 22570 4 0.386272 
35 20 26826 22570 4 0.411485 
35 20 29857 17390 4 0.062670 
35 20 29857 17390 4 0.067431 
35 20 12768 20913 4 1.030858 
35 20 12768 20913 4 1.029982 
35 20 28234 14895 4 0.017585 
35 20 28234 14895 4 0.017793 
35 20 13788 6570 4 0.110796 
35 20 13788 6570 4 0.108401 
35 20 21812 228 4 0.063251 
35 20 21812 228 4 0.063498 
35 20 25387 16119 4 5.690168 
35 20 25387 16119 4 5.691413 
35 20 15615 26150 4 6.906231 
35 20 15615 26150 4 6.982501 
35 20 11501 27071 4 1.149349 
35 20 11501 27071 4 1.126118 
35 20 28423 5833 -1 120.000001 
35 20 28423 5833 -1 120.000001 
35 20 22242 11070 4 0.005599 
35 20 22242 11070 4 0.005504 
35 20 3992 3133 4 0.417067 
35 20 3992 3133 4 0.427940 
36 20 26294 5711 4 0.251809 
36 20 26294 5711 4 0.242299 
36 20 26065 13302 4 0.529606 
36 20 26065 13302 4 0.536441 
36 20 26707 25171 4 0.079133 
36 20 26707 25171 4 0.084073 
36 20 26929 7822 5 42.192598 
36 20 26929 7822 5 40.871886 
36 20 5431 24141 4 0.177278 
36 20 5431 24141 4 0.170444 
36 20 18513 17640 4 1.526160 
36 20 18513 17640 4 1.556964 
36 20 15776 9672 4 0.154490 
36 20 15776 9672 4 0.136695 
36 20 26671 17541 4 0.019367 
36 20 26671 17541 4 0.019379 
36 20 17211 15250 4 5.357968 
36 20 17211 15250 4 5.258722 
36 20 12076 3503 5 30.423066 
36 20 12076 3503 5 30.249716 
36 20 24256 23186 5 7.256062 
36 20 24256 23186 5 7.304896 
36 20 14127 13645 5 12.951414 
36 20 14127 13645 5 13.063796 
36 20 290 3766 5 1.695424 
36 20 290 3766 5 1.695362 
36 20 29320 22141 5 24.544546 
36 20 29320 22141 5 21.802260 
36 20 15097 22759 4 0.465209 
36 20 15097 22759 4 0.464149 
36 20 24210 2682 5 0.693223 
36 20 24210 2682 5 0.691318 
36 20 24702 24080 4 3.942695 
36 20 24702 24080 4 3.948553 
36 20 538 6118 4 6.224290 
36 20 538 6118 4 6.260340 
36 20 18211 8284 5 5.267239 
36 20 18211 8284 5 5.218802 
36 20 5773 11379 4 0.442449 
36 20 5773 11379 4 0.445323 
36 20 29357 28337 5 7.322436 
36 20 29357 28337 5 7.364592 
36 20 23438 10695 4 0.150015 
36 20 23438 10695 4 0.152438 
36 20 697 7861 5 5.096993 
36 20 697 7861 5 5.134509 
36 20 22974 14861 4 23.056290 
36 20 22974 14861 4 23.931617 
36 20 15507 23393 4 4.360665 
36 20 15507 23393 4 4.378232 
36 20 9653 16463 4 0.504374 
36 20 9653 16463 4 0.515346 
36 20 12300 10170 4 3.746402 
36 20 12300 10170 4 3.832443 
36 20 19358 14322 4 0.014915 
36 20 19358 14322 4 0.012019 
36 20 5064 17262 5 1.598176 
36 20 5064 17262 5 1.703937 
36 20 14487 586 4 3.135744 
36 20 14487 586 4 2.945198 
37 20 18522 3847 4 0.579819 
37 20 18522 3847 4 0.581062 
37 20 17612 7131 4 4.255733 
37 20 17612 7131 4 4.208039 
37 20 23547 6317 4 2.209762 
37 20 23547 6317 4 2.201551 
37 20 24669 16695 4 0.190313 
37 20 24669 16695 4 0.189453 
37 20 2586 14689 5 40.470123 
37 20 2586 14689 5 39.913049 
37 20 24127 6588 4 0.285153 
37 20 24127 6588 4 0.275978 
37 20 18751 24643 4 0.035249 
37 20 18751 24643 4 0.035741 
37 20 26535 7205 5 10.415627 
37 20 26535 7205 5 10.512224 
37 20 15047 15078 4 0.051945 
37 20 15047 15078 4 0.051302 
37 20 11890 19622 4 0.271478 
37 20 11890 19622 4 0.352981 
37 20 2373 25662 4 1.023337 
37 20 2373 25662 4 1.068073 
37 20 7778 27574 -1 120.000001 
37 20 7778 27574 -1 120.000001 
37 20 4814 3831 4 3.078220 
37 20 4814 3831 4 3.175687 
37 20 21894 12483 4 0.683339 
37 20 21894 12483 4 0.584940 
37 20 14175 8856 4 111.428332 
37 20 14175 8856 4 108.076834 
37 20 3846 5455 4 29.422843 
37 20 3846 5455 4 30.435535 
37 20 9904 27539 4 0.254672 
37 20 9904 27539 4 0.238348 
37 20 27687 13733 5 0.158634 
37 20 27687 13733 5 0.165135 
37 20 2638 4522 4 0.956458 
37 20 2638 4522 4 0.943755 
37 20 13571 21479 4 1.772163 
37 20 13571 21479 4 1.793784 
37 20 4892 4405 5 1.512420 
37 20 4892 4405 5 1.475593 
37 20 9492 19815 5 17.837902 
37 20 9492 19815 5 17.640569 
37 20 4815 25576 4 0.093446 
37 20 4815 25576 4 0.097723 
37 20 3736 18981 4 0.187169 
37 20 3736 18981 4 0.173895 
37 20 29054 8869 4 0.195986 
37 20 29054 8869 4 0.197242 
37 20 21516 26892 5 9.162973 
37 20 21516 26892 5 9.648737 
37 20 13439 5455 4 73.334018 
37 20 13439 5455 4 75.442650 
37 20 3402 15799 4 5.543612 
37 20 3402 15799 4 5.309352 
37 20 24567 21627 5 6.875985 
37 20 24567 21627 5 6.124721 
37 20 21513 15557 4 0.092357 
37 20 21513 15557 4 0.092638 
38 20 22351 12677 5 10.529873 
38 20 22351 12677 5 10.532705 
38 20 11487 5643 -1 120.000001 
38 20 11487 5643 -1 120.000001 
38 20 2856 16395 4 3.783944 
38 20 2856 16395 4 3.762608 
38 20 26655 5279 4 5.721203 
38 20 26655 5279 4 6.047215 
38 20 17283 6712 5 18.192111 
38 20 17283 6712 5 17.880026 
38 20 23280 2040 5 2.153775 
38 20 23280 2040 5 2.103687 
38 20 12146 21064 5 28.663972 
38 20 12146 21064 5 25.227804 
38 20 13888 17076 -1 120.000001 
38 20 13888 17076 -1 120.000001 
38 20 603 5083 5 34.273990 
38 20 603 5083 5 33.708668 
38 20 11129 20133 4 0.289976 
38 20 11129 20133 4 0.294960 
38 20 12613 2577 4 0.202910 
38 20 12613 2577 4 0.201221 
38 20 22821 3118 4 2.448961 
