n_exams probability_pairs seed_gen seed_program min_time_slots time_in_seconds
2 20 2653 15999 2 0.000004 
2 20 2653 15999 2 0.000008 
2 20 26799 29591 2 0.000005 
2 20 26799 29591 2 0.000004 
2 20 23100 27635 2 0.000005 
2 20 23100 27635 2 0.000004 
2 20 10704 28498 2 0.000006 
2 20 10704 28498 2 0.000004 
2 20 13356 24983 2 0.000005 
2 20 13356 24983 2 0.000005 
2 20 19142 11492 2 0.000005 
2 20 19142 11492 2 0.000006 
2 20 6863 11288 2 0.000005 
2 20 6863 11288 2 0.000004 
2 20 7371 8375 2 0.000006 
2 20 7371 8375 2 0.000005 
2 20 4224 21310 2 0.000005 
2 20 4224 21310 2 0.000004 
2 20 27485 11511 2 0.000006 
2 20 27485 11511 2 0.000005 
2 20 16544 17351 2 0.000006 
2 20 16544 17351 2 0.000005 
2 20 16865 11444 2 0.000004 
2 20 16865 11444 2 0.000005 
2 20 26616 17262 2 0.000004 
2 20 26616 17262 2 0.000005 
2 20 18042 3014 2 0.000005 
2 20 18042 3014 2 0.000004 
2 20 12696 5224 2 0.000005 
2 20 12696 5224 2 0.000005 
2 20 19093 4795 2 0.000004 
2 20 19093 4795 2 0.000004 
2 20 9280 26408 2 0.000007 
2 20 9280 26408 2 0.000005 
2 20 16281 23201 2 0.000004 
2 20 16281 23201 2 0.000004 
2 20 25731 24574 2 0.000008 
2 20 25731 24574 2 0.000006 
2 20 27136 6400 2 0.000005 
2 20 27136 6400 2 0.000004 
2 20 13088 16857 2 0.000004 
2 20 13088 16857 2 0.000003 
2 20 638 24276 2 0.000004 
2 20 638 24276 2 0.000015 
2 20 29647 29253 2 0.000004 
2 20 29647 29253 2 0.000004 
2 20 18777 29454 2 0.000004 
2 20 18777 29454 2 0.000004 
2 20 13709 17590 2 0.000004 
2 20 13709 17590 2 0.000004 
2 20 6770 21571 2 0.000004 
2 20 6770 21571 2 0.000005 
2 20 28396 8706 2 0.000005 
2 20 28396 8706 2 0.000004 
2 20 19967 5280 2 0.000004 
2 20 19967 5280 2 0.000004 
2 20 6736 14183 2 0.000004 
2 20 6736 14183 2 0.000005 
2 20 19583 12913 2 0.000004 
2 20 19583 12913 2 0.000008 
20 20 13770 6125 4 0.000317 
20 20 13770 6125 4 0.000320 
20 20 6723 25277 3 0.000740 
20 20 6723 25277 3 0.000692 
20 20 22875 4650 3 0.000422 
20 20 22875 4650 3 0.000394 
20 20 2260 9483 4 0.000536 
20 20 2260 9483 4 0.000541 
20 20 14443 14450 4 0.000665 
20 20 14443 14450 4 0.000652 
20 20 8013 24430 4 0.003475 
20 20 8013 24430 4 0.003502 
20 20 8085 17531 3 0.000091 
20 20 8085 17531 3 0.000092 
20 20 251 18497 4 0.002214 
20 20 251 18497 4 0.002189 
20 20 10092 21585 3 0.000732 
20 20 10092 21585 3 0.000589 
20 20 2111 19064 3 0.000060 
20 20 2111 19064 3 0.000035 
20 20 7939 26078 3 0.000130 
20 20 7939 26078 3 0.000130 
20 20 27181 10052 3 0.000310 
20 20 27181 10052 3 0.000294 
20 20 24697 1543 4 0.001225 
20 20 24697 1543 4 0.001728 
20 20 8720 19343 4 0.000311 
20 20 8720 19343 4 0.000320 
20 20 14872 27500 3 0.000096 
20 20 14872 27500 3 0.000070 
20 20 959 2164 3 0.000265 
20 20 959 2164 3 0.000276 
20 20 15332 7725 3 0.000648 
20 20 15332 7725 3 0.000628 
20 20 6332 8456 4 0.000897 
20 20 6332 8456 4 0.000871 
20 20 15811 1149 4 0.006013 
20 20 15811 1149 4 0.006073 
20 20 13096 23423 3 0.000050 
20 20 13096 23423 3 0.000050 
20 20 24721 6330 3 0.000100 
20 20 24721 6330 3 0.000103 
20 20 8070 18614 3 0.000164 
20 20 8070 18614 3 0.000184 
20 20 2596 1758 4 0.001494 
20 20 2596 1758 4 0.001430 
20 20 15956 28818 4 0.000566 
20 20 15956 28818 4 0.000523 
20 20 17822 7804 3 0.000080 
20 20 17822 7804 3 0.000067 
20 20 20923 699 3 0.004276 
