pid,arrival_time,cpu_bursts_time,io_bursts_time,bursts_time,tat,ready_wait_time,response_time,io_wait_time
3,4.546642101759608,31.47304027863695,5.867648818282635,37.34068909691958,1407.0279843393514,1369.192220773524,6.227970801734662,6.362723287189411
19,35.63420559766289,27.844168554012263,4.40219025274011,32.246358806752376,1398.9570591691772,1366.200982338221,45.25766620621984,4.911908276942896
42,68.55658027984327,28.048747858393725,4.566065166786211,32.614813025179934,1426.3049148203154,1393.1328894588175,90.88418227608815,5.123277503103665
32,54.40094714503533,33.84481495611095,4.99852838006521,38.84334333617617,1591.9694044044438,1552.2700857432217,72.29535859838171,5.854503705110872
43,69.61663871638252,33.27265679335529,6.1358809218742065,39.408537715229485,1719.5786974213552,1678.9574586478534,92.90558512233393,7.348581980145056
5,8.61439047474542,39.6964265951905,7.793316429285375,47.489743024475885,1831.891409635742,1783.8810465605422,11.05332293503613,8.31393648000815
6,12.263023138069595,38.635527344774985,6.220289246659043,44.855816591434035,1831.500281230584,1785.8263789422624,15.323410058324283,7.0383749435453
11,12.97626675672952,38.65416503629615,6.491697656997303,45.14586269329345,1842.5381040745215,1795.859030664595,18.94009414651864,8.024908373629295
0,0.8548131526573817,40.96843866162197,6.700907037640929,47.66934569926289,1877.8398533625925,1828.809974196593,0.8548131526573817,8.061440504376701
24,38.83152210103453,36.01308944437501,7.722530532829148,43.73561997720416,1839.950297274219,1794.7472122766192,51.56406157156037,9.189995553223675
31,52.73341457372946,36.06894911263861,5.700211697414546,41.769160810053165,1827.6287370903863,1785.054371901649,69.29971406420059,6.505416076097461
27,39.540436942458875,38.55175646345355,8.499804459688031,47.05156092314157,1886.4858170191753,1838.8336089883599,52.96293722619362,9.10045156736038
13,19.6086657483171,40.84098825577007,8.447053553688,49.28804180945808,1921.9664191057093,1871.3936512784019,26.893705296574545,9.73177957153586
39,62.99800182726051,40.41208277848318,7.571412595688684,47.98349537417187,1913.4573714027051,1864.6410106069702,83.51888929287955,8.404278017251343
22,36.7968449557674,41.67869895246883,7.4947629350105816,49.17346188747942,1962.1686737851005,1912.218431460161,48.70679680025544,8.27154337247
9,12.747356715707408,43.846426045539076,8.90122852344778,52.74765456898685,2001.7230578156505,1948.294562552654,17.648759047374377,9.582069217456183
44,69.9788597483976,40.00816931371589,7.705549362237899,47.71371867595379,1968.1979343814226,1919.7945857849672,93.58922528054603,8.395179282738212
33,54.68152818958851,43.255648817390494,7.406704120617083,50.66235293800758,1986.25176839266,1935.3122250224326,72.38569950992542,7.6838945528351985
8,12.691208906189384,44.40316091184645,7.672629627476081,52.07579053932252,2036.6085256727874,1983.8217984078133,17.033541378297958,8.383566353126351
25,39.321904295330114,42.60173919962684,7.530226491108243,50.13196569073507,2017.221646918154,1966.695257909796,52.720000836717794,7.924649808729477
45,70.73724561568584,42.08793521759554,6.890922921438131,48.97885813903368,1986.2172307057212,1936.5783787748321,94.86576009869542,7.550916713292622
37,60.84469298978784,43.63358570128889,6.430817357289455,50.064403058578336,2020.7647166824518,1969.7939522525014,80.95863459153286,7.337178728659978
28,39.7239580751066,41.06804475719964,8.6271873397932,49.69523209699284,2062.50485222597,2011.7527058865137,53.66293722619362,9.684101582255579
14,22.194616036835033,45.630696548604526,6.2864343824084425,51.91713093101296,2082.8215401826856,2029.8628201888105,30.040733315106774,7.32802344526899
48,76.69009481941403,44.33680661965593,5.143020124973,49.47982674462892,2029.723431892948,1979.0923155168227,103.48540542434851,6.294309756468266
34,54.68439932527382,45.21455926900761,8.485647831693548,53.700207100701164,2062.9028273473346,2008.045092431435,73.08569950992542,9.643175646890825
18,30.821254991058115,47.457208489475846,7.897157032939028,55.354365522414874,2099.6810056253353,2043.627687402138,40.61244025517113,8.596109733720859
12,18.79103370824057,46.170789512930156,8.131849539136478,54.30263905206663,2119.7014412171366,2063.894723635886,25.493705296574547,9.635928068319494
10,12.8105828958329,46.54401259158213,8.51595094611931,55.05996353770144,2126.0548608145477,2069.846580863041,18.24009414651864,9.664267359923997
23,38.71218537187942,44.40489019552339,8.038234823431827,52.443125018955215,2101.2510163190896,2048.0759177037335,50.86406157156037,8.770208419831533
49,77.17636809581019,47.478501979960015,7.444448575423885,54.922950555383906,2067.4866038072455,2012.3655740177398,104.18540542434852,7.642527809544589
17,24.14684742992194,46.52039537147032,8.723855039585068,55.24425041105539,2122.408812558131,2066.271818577339,33.6074288924079,9.616598609320192
36,59.13799644532148,44.76311956668014,8.994991005467574,53.75811057214771,2087.697216425394,2031.63131044997,79.54041839550598,11.302786408743671
