pid,arrival_time,cpu_bursts_time,io_bursts_time,bursts_time,tat,ready_wait_time,response_time,io_wait_time
3,4.546642101759608,31.47304027863695,5.867648818282635,37.34068909691958,644.5981056204155,606.9705752755052,14.419262613327476,6.154490066273336
35,56.50890922676053,50.50130666422547,9.13086862882487,59.63217529305034,642.326190401914,582.1978886324833,0.2788885938186425,9.626995105205474
28,39.7239580751066,41.06804475719964,8.6271873397932,49.69523209699284,742.2528472004286,691.6240401264312,12.297470340414378,9.560762316797934
21,36.44033722267554,47.67101454145777,11.590329623822416,59.261344165280185,775.7409714066052,715.3607809825363,0.7555709402631408,12.709175882611113
49,77.17636809581019,47.478501979960015,7.444448575423885,54.922950555383906,783.1239611367831,728.0365120895548,3.5072856493711697,7.608947067268318
27,39.540436942458875,38.55175646345355,8.499804459688031,47.05156092314157,892.6847837625984,844.4755903663176,2.4042378192833525,9.657436932827395
5,8.61439047474542,39.6964265951905,7.793316429285375,47.489743024475885,959.882795796954,911.0886018827625,3.517014948968903,9.09776731900041
9,12.747356715707408,43.846426045539076,8.90122852344778,52.74765456898685,980.212562682438,926.7612778635616,0.9110254411875989,9.604858773337524
16,22.675657831604006,50.194481022142035,8.201297730737549,58.395778752879586,1025.2259676330525,966.4954756373728,0.7067304722705323,8.536010973537795
43,69.61663871638252,33.27265679335529,6.1358809218742065,39.408537715229485,978.5676601827586,938.6765726116487,0.6112563702802873,6.618430777754554
18,30.821254991058115,47.457208489475846,7.897157032939028,55.354365522414874,1050.1751949773495,994.1841272496873,0.21056593258788325,8.533859238187222
33,54.68152818958851,43.255648817390494,7.406704120617083,50.66235293800758,1084.2650674126844,1033.195363683176,36.33241604873984,7.814054912117939
22,36.7968449557674,41.67869895246883,7.4947629350105816,49.17346188747942,1156.6562327133206,1107.2790441123118,0.39509518870809046,7.698489648540004
12,18.79103370824057,46.170789512930156,8.131849539136478,54.30263905206663,1181.2721242326063,1125.671905478358,242.45914464669377,9.429429241318132
41,66.9247207822201,50.57096679463751,8.049372305035277,58.6203390996728,1167.7046376562698,1108.7331563364828,0.9596641803837258,8.400514525149859
23,38.71218537187942,44.40489019552339,8.038234823431827,52.443125018955215,1260.3705831920633,1207.4171151704265,77.02996506802825,8.548577826113757
13,19.6086657483171,40.84098825577007,8.447053553688,49.28804180945808,1280.0558386270543,1229.780102116676,0.7478212785287752,9.434748254608163
38,62.43231907369468,56.20944795021625,10.459688966469113,66.66913691668537,1257.1853539966075,1190.3818522320682,0.3371590776995319,10.594053814323331
42,68.55658027984327,28.048747858393725,4.566065166786211,32.614813025179934,1288.3522567874986,1255.3316026144778,0.4244760156056344,4.971906314627205
4,5.386980717195554,51.84601554474735,9.502254186391784,61.34826973113915,1454.0700693053657,1392.267730645203,1.5637948987956323,9.95632311541524
47,75.3601830712774,49.19603600684572,8.594028076901518,57.79006408374724,1397.0459009638496,1338.9609617485671,239.7921853255727,8.888903208436773
2,4.445550038856717,51.200641972362945,8.902429495608366,60.10307146797131,1547.1655409605519,1486.7313235465351,1.7513245507532877,9.233575441653644
6,12.263023138069595,38.635527344774985,6.220289246659043,44.855816591434035,1552.3220474106547,1506.9196316403018,5.319724394532212,6.766888425578816
39,62.99800182726051,40.41208277848318,7.571412595688684,47.98349537417187,1503.2606156096676,1454.6647511581084,0.1044479541301584,8.183781673075643
48,76.69009481941403,44.33680661965593,5.143020124973,49.47982674462892,1504.089105527813,1454.2000115881121,0.14932880871299403,5.552287320044712
11,12.97626675672952,38.65416503629615,6.491697656997303,45.14586269329345,1601.896781239581,1556.7509185462873,0.9943064689435754,6.491697656997678
44,69.9788597483976,40.00816931371589,7.705549362237899,47.71371867595379,1553.8210270400568,1505.8337810556898,418.80220515652655,7.979076670650784
1,1.006360439440849,55.30688480624254,10.45811959903535,65.76500440527789,1665.9953736609086,1599.9775912254083,0.4045412252903571,10.71089762925734
45,70.73724561568584,42.08793521759554,6.890922921438131,48.97885813903368,1618.1108526983687,1568.433997664194,1012.3059744948641,7.588919816579619
30,49.82218068221118,50.90462940203369,9.490583505686928,60.39521290772062,1670.082028905653,1609.621443771813,0.7764341206006904,9.555955731806264
46,74.67014273267355,44.885870173638686,8.975360080063133,53.86123025370183,1653.9545196540455,1599.6873756747566,19.005580399213244,9.38127380565011
19,35.63420559766289,27.844168554012263,4.40219025274011,32.246358806752376,1748.238184084402,1715.4354892951435,61.1026321905049,4.958526235246339
10,12.8105828958329,46.54401259158213,8.51595094611931,55.05996353770144,1782.625552308858,1727.147687617176,274.39841091756773,8.9338521000995
14,22.194616036835033,45.630696548604526,6.2864343824084425,51.91713093101296,1816.9665818771705,1765.0105269810263,322.91109085159695,6.325358347540032
8,12.691208906189384,44.40316091184645,7.672629627476081,52.07579053932252,1872.0300267758944,1819.0975089825079,1.8355320258870798,8.529356881539735
25,39.321904295330114,42.60173919962684,7.530226491108243,50.13196569073507,1855.3075355037442,1804.9376844444896,0.5825063111044244,7.768111859627524
29,48.21054069487098,47.7500720767938,6.920396219319561,54.67046829611336,1869.2036401520256,1814.4391842214018,116.31639824457389,7.014383853829941
26,39.430097485904845,51.914397412982815,7.856930448916693,59.77132786189949,1903.138957145883,1842.6336599305523,0.41041178697672365,8.590899802347586
31,52.73341457372946,36.06894911263861,5.700211697414546,41.769160810053165,1900.7181411980937,1858.8671391894443,8.870978877956624,5.782052896010924
32,54.40094714503533,33.84481495611095,4.99852838006521,38.84334333617617,1915.6143466176638,1876.244529235038,0.0037267474984830073,5.525002426514547
24,38.83152210103453,36.01308944437501,7.722530532829148,43.73561997720416,1935.555083042444,1891.2477404330832,1.2519235613228616,8.294253164985825
37,60.84469298978784,43.63358570128889,6.430817357289455,50.064403058578336,1944.7046111036705,1894.606203906547,43.68846548339207,6.464821495834343
17,24.14684742992194,46.52039537147032,8.723855039585068,55.24425041105539,2010.8106653303353,1955.2189013619816,1188.2361211842892,9.071368596883076
15,22.441610282162095,49.610121658026635,10.071832570105439,59.68195422813208,2020.1737079857865,1959.8522782797322,283.8804678418523,10.711308048028286
36,59.13799644532148,44.76311956668014,8.994991005467574,53.75811057214771,2031.1762142009386,1977.0450610524588,6.2629327840773925,9.368033581799352
0,0.8548131526573817,40.96843866162197,6.700907037640929,47.66934569926289,2094.6595293154305,2046.1927066043093,0.0,7.49838404949923
34,54.68439932527382,45.21455926900761,8.485647831693548,53.700207100701164,2090.368322699449,2036.2022531258385,0.9496076207999664,8.951510304601747
20,36.39030996778871,52.544797931293935,7.085438381411551,59.63023631270549,2131.796101641853,2071.9826299632227,2.3212113231979217,7.268673747335463
40,64.41803047319887,45.044001992353465,8.11318857063107,53.15719056298453,2126.540441913293,2072.7981512213987,10.705609047880003,8.698288699541052
7,12.396727220078827,53.30428760651699,10.311974200240037,63.616261806757045,2195.4341141658538,2131.0129350809957,0.9515236168425041,11.116891478342355
