pid,arrival_time,cpu_bursts_time,io_bursts_time,bursts_time,tat,ready_wait_time,response_time,io_wait_time
19,35.63420559766289,27.844168554012263,4.40219025274011,32.246358806752376,1409.2135798536378,1376.6051459636876,4.457229579615721,4.764265335940578
3,4.546642101759608,31.47304027863695,5.867648818282635,37.34068909691958,1453.9939398147237,1415.0379010731365,0.8813286999750511,7.4829984629524375
42,68.55658027984327,28.048747858393725,4.566065166786211,32.614813025179934,1417.7929147452048,1384.5057492423055,11.124612778915747,5.238417644507962
43,69.61663871638252,33.27265679335529,6.1358809218742065,39.408537715229485,1666.295255596441,1625.1661495926837,11.564554342376482,7.856449210406041
32,54.40094714503533,33.84481495611095,4.99852838006521,38.84334333617617,1685.9093720848443,1646.4920555182637,8.617951291564687,5.572501610472877
0,0.8548131526573817,40.96843866162197,6.700907037640929,47.66934569926289,1784.382553337953,1735.6617798610828,0.0,7.752334815251484
11,12.97626675672952,38.65416503629615,6.491697656997303,45.14586269329345,1826.434690744517,1780.6275453482913,3.0987994108917913,7.152980359932872
6,12.263023138069595,38.635527344774985,6.220289246659043,44.855816591434035,1827.860421874638,1781.475380835497,1.2598019217645149,7.749513694369163
24,38.83152210103453,36.01308944437501,7.722530532829148,43.73561997720416,1805.3973236673926,1761.0926224777681,6.255750763529498,8.291611745252744
31,52.73341457372946,36.06894911263861,5.700211697414546,41.769160810053165,1811.6647037677833,1768.3300501499639,8.385511513075635,7.26570450518382
5,8.61439047474542,39.6964265951905,7.793316429285375,47.489743024475885,1873.6179693302306,1824.5510736735919,1.2499672603514718,9.370469061452258
27,39.540436942458875,38.55175646345355,8.499804459688031,47.05156092314157,1848.8882686215888,1801.1938723991725,6.989772311580964,9.142639758965615
13,19.6086657483171,40.84098825577007,8.447053553688,49.28804180945808,1904.7043115531665,1854.7808424648867,3.0618856166756743,9.082480832513276
39,62.99800182726051,40.41208277848318,7.571412595688684,47.98349537417187,1922.9893725479924,1874.088227978252,10.161699388998855,8.489061791261179
22,36.7968449557674,41.67869895246883,7.4947629350105816,49.17346188747942,1963.6564189147075,1913.9718944482595,5.586459890333465,8.005825513983062
44,69.9788597483976,40.00816931371589,7.705549362237899,47.71371867595379,1941.4755205527235,1891.650357868694,12.102333310361402,9.816993370317647
8,12.691208906189384,44.40316091184645,7.672629627476081,52.07579053932252,2001.9317708932942,1948.0906968573074,2.3316161536447293,9.437913124144409
28,39.7239580751066,41.06804475719964,8.6271873397932,49.69523209699284,1984.4340835355247,1933.0894782207517,7.352562476262577,10.27656055757626
25,39.321904295330114,42.60173919962684,7.530226491108243,50.13196569073507,1992.9941056004395,1941.4549338286338,6.665368569233905,8.93743257218329
9,12.747356715707408,43.846426045539076,8.90122852344778,52.74765456898685,2030.2002003700882,1976.2523248421573,2.5754683441267066,10.101449482395939
33,54.68152818958851,43.255648817390494,7.406704120617083,50.66235293800758,2018.5453763096427,1967.1452791058582,8.723355692736334,8.144448386397826
45,70.73724561568584,42.08793521759554,6.890922921438131,48.97885813903368,2006.6853630783403,1955.8210405207349,12.243947443073154,8.7763873400134
14,22.194616036835033,45.630696548604526,6.2864343824084425,51.91713093101296,2076.7311518252545,2023.8925753441504,4.075935328157751,7.2078799325034595
37,60.84469298978784,43.63358570128889,6.430817357289455,50.064403058578336,2045.4054924282564,1994.4172954851247,9.403558108030303,7.3546112418450775
36,59.13799644532148,44.76311956668014,8.994991005467574,53.75811057214771,2047.3064831418635,1992.0493476407028,9.239049909054685,10.494015934483443
10,12.8105828958329,46.54401259158213,8.51595094611931,55.05996353770144,2096.706865476357,2040.9271697502713,2.8122421640012156,9.23568313450668
23,38.71218537187942,44.40489019552339,8.038234823431827,52.443125018955215,2074.3997148407175,2021.0631241944404,6.0750874926846095,8.931700450758086
48,76.69009481941403,44.33680661965593,5.143020124973,49.47982674462892,2043.838200631639,1993.4302012926314,12.573155104450436,6.071192719354855
34,54.68439932527382,45.21455926900761,8.485647831693548,53.700207100701164,2066.9875730727863,2011.5367975083607,9.02048455705102,10.23621629542071
12,18.79103370824057,46.170789512930156,8.131849539136478,54.30263905206663,2103.634617372022,2047.748865725465,2.3795176567522027,9.714962133630301
40,64.41803047319887,45.044001992353465,8.11318857063107,53.15719056298453,2062.161510825161,2007.8160784712381,10.541670743060479,9.301430361572756
46,74.67014273267355,44.885870173638686,8.975360080063133,53.86123025370183,2061.147290638303,2006.8362922146976,12.262238152108736,9.42512824996848
18,30.821254991058115,47.457208489475846,7.897157032939028,55.354365522414874,2120.867243228566,2064.641716530635,4.921984977917102,8.768318208457053
2,4.445550038856717,51.200641972362945,8.902429495608366,60.10307146797131,2149.704543864895,2088.182043359595,0.3824207628779428,10.321858532938311
17,24.14684742992194,46.52039537147032,8.723855039585068,55.24425041105539,2130.580409770081,2074.100865606174,4.20074466775138,9.959148792438725
4,5.386980717195554,51.84601554474735,9.502254186391784,61.34826973113915,2158.2119998438047,2095.2240368902662,0.9409900845391048,11.141947408792753
29,48.21054069487098,47.7500720767938,6.920396219319561,54.67046829611336,2115.943746943759,2060.2424748116923,7.321041484718442,7.951200055274185
16,22.675657831604006,50.194481022142035,8.201297730737549,58.395778752879586,2143.76727604176,2083.9934531648278,4.499265840095013,9.5793418547917
49,77.17636809581019,47.478501979960015,7.444448575423885,54.922950555383906,2096.589010344646,2040.7935665791013,12.714164899404494,8.316941785585612
21,36.44033722267554,47.67101454145777,11.590329623822416,59.261344165280185,2138.6192611296615,2078.1857504506784,5.342967623425331,12.76249613752654
15,22.441610282162095,49.610121658026635,10.071832570105439,59.68195422813208,2152.842350558066,2092.0861943451787,4.133313389536923,11.146034554861373
47,75.3601830712774,49.19603600684572,8.594028076901518,57.79006408374724,2115.5371755185247,2056.231469810814,12.472197813504877,10.109669700864686
41,66.9247207822201,50.57096679463751,8.049372305035277,58.6203390996728,2126.6882762495566,2066.7466664050035,10.49527530976492,9.370643049915302
1,1.006360439440849,55.30688480624254,10.45811959903535,65.76500440527789,2192.935464722401,2126.1769437196217,0.14845271321653275,11.45163619653549
30,49.82218068221118,50.90462940203369,9.490583505686928,60.39521290772062,2145.94018405218,2083.8221914747733,7.809401497378218,11.213363175373885
35,56.50890922676053,50.50130666422547,9.13086862882487,59.63217529305034,2140.507990499486,2079.275396427236,9.531957790980123,10.731287408023945
7,12.396727220078827,53.30428760651699,10.311974200240037,63.616261806757045,2187.1251454814746,2121.6039060758244,2.026097839755286,12.216951799132183
20,36.39030996778871,52.544797931293935,7.085438381411551,59.63023631270549,2163.3567010847405,2102.030042363938,5.092994878312162,8.781860789508542
26,39.430097485904845,51.914397412982815,7.856930448916693,59.77132786189949,2161.3699125363555,2100.2370264294555,7.036210434582024,9.218488693915802
38,62.43231907369468,56.20944795021625,10.459688966469113,66.66913691668537,2143.2134368500842,2075.3138069098054,9.915932024123443,11.690181990058477
